"day","R_filt","R_filt_lower_bound","R_filt_upper_bound","R_smooth","R_smooth_lower_bound","R_smooth_upper_bound"
1,5.005,0.5,9.5,1.27376801734102,0.84,1.77
2,0.714578557812701,0.13,1.69,1.26376801734104,0.87,1.71
3,1.40213893554126,0.7,2.3,1.27956651774278,0.91,1.7
4,1.16660452385482,0.62,1.85,1.27480730638941,0.93,1.66
5,1.21788252359614,0.72,1.82,1.28610448512671,0.95,1.66
6,1.23988557252337,0.78,1.79,1.29623750387001,0.98,1.65
7,1.38015876516612,0.92,1.91,1.30653989107389,1,1.65
8,1.33621157956114,0.9,1.83,1.29895270200581,1,1.63
9,1.33210306496981,0.92,1.8,1.29613092515037,1.01,1.61
10,1.51463810197331,1.09,1.99,1.29298141626212,1.01,1.6
11,1.48064798138377,1.07,1.94,1.25319268128238,0.98,1.55
12,1.23247017339741,0.87,1.64,1.20981224199013,0.94,1.5
13,1.07730304427189,0.74,1.45,1.20836153577343,0.95,1.49
14,1.27037875790569,0.92,1.66,1.24223428158579,0.98,1.53
15,1.14900624044553,0.81,1.53,1.23914924521583,0.98,1.52
16,1.24128364816047,0.9,1.63,1.26465767876748,1,1.55
17,1.22437632592187,0.88,1.6,1.2741769986697,1.01,1.56
18,1.19756735125255,0.86,1.57,1.29045323991909,1.03,1.57
19,1.12878507718958,0.81,1.49,1.31816037031756,1.06,1.6
20,1.44188222792335,1.09,1.83,1.37190291719784,1.11,1.65
21,1.26992030528014,0.94,1.64,1.35625169792286,1.1,1.63
22,1.34554068773715,1.01,1.72,1.3834651164995,1.13,1.66
23,1.38068287091296,1.05,1.75,1.39792810371026,1.15,1.67
24,1.44705594091079,1.11,1.81,1.40657036168779,1.16,1.67
25,1.55041169632609,1.21,1.92,1.39726380707904,1.16,1.65
26,1.42961918062942,1.11,1.78,1.3504345383151,1.12,1.6
27,1.30304842085364,1.01,1.63,1.32669134240522,1.1,1.57
28,1.33176457618627,1.04,1.65,1.33868107755498,1.12,1.58
29,1.39338916742208,1.1,1.71,1.34479739334725,1.13,1.58
30,1.41069076175221,1.12,1.73,1.3289322872497,1.11,1.56
31,1.36036373860694,1.08,1.67,1.29885840078241,1.09,1.52
32,1.24843720553195,0.99,1.54,1.27607176240441,1.07,1.49
33,1.35147305921413,1.08,1.64,1.29179728012967,1.09,1.51
34,1.25663067768631,1,1.53,1.26743657979928,1.07,1.48
35,1.27214779358041,1.02,1.55,1.27603181648317,1.08,1.48
36,1.24321718917874,1,1.51,1.28140197173401,1.09,1.49
37,1.39624072806454,1.14,1.67,1.30433121110191,1.11,1.51
38,1.40752892071927,1.15,1.68,1.25922905692052,1.07,1.46
39,1.18966529364405,0.96,1.44,1.1824119028036,1,1.37
40,1.18390833262462,0.96,1.42,1.18170238235869,1.01,1.37
41,1.11010782083683,0.9,1.34,1.18383921758166,1.01,1.37
42,1.20918322124376,0.99,1.45,1.23209070189236,1.06,1.42
43,1.22869909633245,1.01,1.47,1.24972133137665,1.07,1.44
44,1.23271299166037,1.01,1.47,1.26627599238535,1.09,1.45
45,1.26961460741181,1.05,1.51,1.29111390161861,1.12,1.48
46,1.44077215220386,1.21,1.69,1.30864564119133,1.14,1.49
47,1.29645012716497,1.08,1.53,1.22212349182468,1.06,1.4
48,1.12915361098955,0.93,1.34,1.17320479002513,1.01,1.34
49,1.28106177382355,1.08,1.5,1.20911325022358,1.05,1.38
