"day","R_filt","R_filt_lower_bound","R_filt_upper_bound","R_smooth","R_smooth_lower_bound","R_smooth_upper_bound"
1,5.005,0.5,9.5,1.8439835211228,1.33,2.42
2,1.42783734376634,0.49,2.77,1.8339835211228,1.36,2.36
3,1.3756875250551,0.68,2.26,1.84615185159622,1.41,2.33
4,1.35483842039688,0.77,2.07,1.87479013877036,1.46,2.33
5,1.68749308157969,1.1,2.37,1.92130927655223,1.53,2.35
6,1.47213976772395,0.97,2.05,1.95027715445619,1.58,2.35
7,1.8381443514346,1.33,2.42,2.01825987664516,1.66,2.4
8,2.12277050522864,1.61,2.69,2.05098225584978,1.71,2.41
9,2.31748172961763,1.81,2.87,2.04005375112758,1.72,2.38
10,2.71407651913438,2.21,3.25,1.98103494455134,1.69,2.29
11,2.42732204333824,1.99,2.9,1.79101272007776,1.53,2.07
12,1.91235180325334,1.55,2.3,1.59835232873292,1.36,1.85
13,1.74091023195562,1.42,2.08,1.48705027287533,1.27,1.72
14,1.6300749741081,1.34,1.95,1.38249505791183,1.18,1.6
15,1.48840749461474,1.22,1.78,1.27046854951019,1.08,1.48
16,1.32735430218226,1.08,1.6,1.16572256235059,0.99,1.36
17,1.26196795550166,1.02,1.52,1.08445979525522,0.91,1.27
18,1.19445485918726,0.97,1.44,0.990781843546045,0.83,1.16
19,1.05844407941901,0.85,1.29,0.880276628506453,0.73,1.04
20,1.04109741168066,0.83,1.27,0.782825415167662,0.64,0.94
21,0.83074614154438,0.64,1.04,0.640578385674444,0.51,0.78
22,0.654763152209824,0.49,0.84,0.538920554796314,0.42,0.67
23,0.544451705523772,0.39,0.72,0.479668448070713,0.36,0.61
24,0.418071344426594,0.28,0.58,0.449643353659121,0.33,0.58
25,0.393952107389465,0.25,0.56,0.469756032881847,0.34,0.61
26,0.352602907401622,0.21,0.52,0.510073261247537,0.37,0.67
27,0.391486746325472,0.24,0.57,0.582934337964252,0.43,0.76
28,0.443078669366841,0.27,0.64,0.664048855561635,0.49,0.86
29,0.502274630165204,0.31,0.72,0.749255321769761,0.56,0.96
30,0.495699558822613,0.3,0.73,0.836508576582441,0.63,1.07
31,0.56950317066101,0.35,0.82,0.946178028167701,0.72,1.2
32,0.680497307304991,0.44,0.96,1.06104449493376,0.82,1.33
33,0.663355945988249,0.42,0.95,1.17172379504684,0.91,1.45
34,0.772111462491342,0.5,1.08,1.31011345731248,1.04,1.61
35,0.950441017467031,0.65,1.29,1.45313119167093,1.17,1.76
36,1.17619175758806,0.84,1.56,1.58458087186272,1.29,1.9
37,1.20864016115994,0.87,1.59,1.6909682375487,1.39,2.01
38,1.35163643101878,1,1.75,1.81586720069781,1.51,2.14
39,1.60966598187818,1.23,2.03,1.94106692518595,1.64,2.26
40,1.74014178926185,1.36,2.16,2.03610560175227,1.74,2.35
41,2.05726554293977,1.66,2.49,2.12590645808438,1.83,2.43
42,2.52861695263683,2.11,2.98,2.15098808017802,1.87,2.45
43,2.27206831525829,1.9,2.67,2.01931277285768,1.76,2.29
44,2.24374890171979,1.9,2.61,1.92067518499041,1.68,2.17
45,1.95836580852846,1.66,2.28,1.77018612485535,1.55,2
46,1.94591562308524,1.66,2.24,1.67051747405253,1.47,1.88
47,1.78960142875593,1.53,2.06,1.50264672275932,1.32,1.7
48,1.63334413585255,1.4,1.88,1.3090279202569,1.14,1.48
49,1.32809716701264,1.13,1.54,1.06800837710811,0.92,1.22
50,1.08919749281426,0.91,1.28,0.859501045528075,0.73,1
51,0.806425793087017,0.66,0.97,0.665150097247727,0.55,0.78
52,0.618251576239646,0.49,0.76,0.544606865769323,0.44,0.65
53,0.591709073108087,0.46,0.74,0.484294023459102,0.39,0.59
54,0.483649181655884,0.36,0.62,0.400514299238809,0.31,0.5
55,0.35899075384009,0.25,0.48,0.342331120491792,0.25,0.44
56,0.268193204986655,0.17,0.38,0.334824099557148,0.24,0.44
57,0.278449332025785,0.17,0.4,0.3822179945245,0.28,0.5
58,0.208851566050352,0.11,0.33,0.44839113533529,0.32,0.59
59,0.32571715082772,0.2,0.48,0.57893901912611,0.43,0.74
60,0.444204704719069,0.29,0.63,0.705335519898139,0.54,0.89
61,0.42382185841432,0.26,0.62,0.821416604928827,0.63,1.03
62,0.531936895095949,0.34,0.75,0.976650281381634,0.77,1.21
63,0.726088636384702,0.5,0.99,1.13953327223196,0.91,1.39
64,0.893718398154345,0.63,1.19,1.28346586415135,1.04,1.55
65,1.01809038904523,0.74,1.33,1.41277508882156,1.16,1.69
66,1.05959586468698,0.77,1.38,1.54055800658637,1.28,1.82
67,1.32515345823899,1.01,1.68,1.69550873984276,1.43,1.98
68,1.73314760090557,1.38,2.12,1.81945500856606,1.55,2.11
69,1.73684831051058,1.39,2.12,1.85193838241699,1.59,2.13
70,1.59439259079437,1.27,1.94,1.89572347518618,1.64,2.17
71,1.9530991624539,1.62,2.32,2.01498630768594,1.76,2.29
72,2.19617165534715,1.85,2.56,2.04492099864005,1.8,2.31
73,2.16754190916013,1.84,2.51,1.9771883909972,1.74,2.22
74,2.04061391810852,1.75,2.35,1.88106638737213,1.66,2.11
75,1.98192814766673,1.71,2.27,1.78893112802355,1.59,2
76,1.79455746086321,1.55,2.05,1.66047100946052,1.47,1.86
77,1.76859564851032,1.54,2.01,1.56128823753314,1.39,1.74
78,1.53612479863455,1.33,1.75,1.38854872103859,1.23,1.55
79,1.37839560902347,1.19,1.58,1.25502881268162,1.11,1.41
80,1.32329474082029,1.15,1.51,1.13439092204512,1,1.28
81,1.05642227504297,0.9,1.22,0.935965107504732,0.82,1.06
82,0.962608721870384,0.82,1.12,0.8053939399805,0.69,0.92
83,0.740654897021699,0.61,0.88,0.629302464155586,0.53,0.73
84,0.597968476276937,0.48,0.72,0.505813859059896,0.42,0.6
85,0.488014085577538,0.38,0.61,0.407395877595048,0.33,0.5
86,0.378799717064264,0.28,0.49,0.327300768019542,0.25,0.41
87,0.253771467403271,0.17,0.35,0.282017112062017,0.21,0.36
88,0.224229354645372,0.14,0.32,0.310814817393914,0.23,0.4
89,0.212247497024343,0.13,0.31,0.383962966912793,0.29,0.49
90,0.343210481430636,0.23,0.48,0.509144360087308,0.39,0.64
91,0.453700212080827,0.31,0.62,0.616066814497103,0.48,0.77
92,0.519216276170857,0.36,0.7,0.707821800455154,0.55,0.88
93,0.51212850839819,0.35,0.7,0.803105089689324,0.63,0.99
94,0.639227356651549,0.45,0.86,0.937285847957479,0.75,1.14
95,0.803579611642724,0.58,1.05,1.06914163809638,0.86,1.29
96,0.751455717071811,0.53,1,1.18188486849459,0.96,1.42
97,0.899251666133887,0.66,1.17,1.35391326351413,1.11,1.62
98,1.12264949568728,0.85,1.42,1.53577067032915,1.27,1.82
99,1.43711399487088,1.13,1.77,1.7016779643171,1.4,2.02
100,1.81150809902921,1.47,2.18,1.81150809902921,1.47,2.18
