"day","R_filt","R_filt_lower_bound","R_filt_upper_bound","R_smooth","R_smooth_lower_bound","R_smooth_upper_bound"
1,5.005,0.5,9.5,1.48596870272671,1.03,2
2,0.692117275048792,0.12,1.64,1.47596870272671,1.06,1.94
3,1.14543326842765,0.54,1.94,1.49889971440179,1.11,1.93
4,1.29780430398173,0.74,1.98,1.52201312062701,1.16,1.92
5,1.61376493128438,1.06,2.26,1.54452060126482,1.2,1.92
6,1.6750181238898,1.16,2.27,1.53920720352869,1.21,1.89
7,1.80953878486794,1.31,2.37,1.52259430236992,1.22,1.86
8,1.71924966422809,1.27,2.22,1.47619969466052,1.18,1.79
9,1.37553665916002,0.99,1.8,1.43081721435315,1.15,1.73
10,1.44455270748399,1.08,1.85,1.44647817370688,1.18,1.74
11,1.34784694892533,1,1.73,1.45039841761615,1.18,1.74
12,1.44297927855953,1.09,1.83,1.48148072145357,1.22,1.76
13,1.55626143717402,1.2,1.95,1.4959279939771,1.24,1.77
14,1.52913391358585,1.18,1.91,1.48126454202906,1.23,1.75
15,1.39651317183207,1.08,1.75,1.46962439586953,1.22,1.73
16,1.44473880301147,1.13,1.79,1.49728933780043,1.26,1.75
17,1.53789588565684,1.22,1.88,1.5194039880398,1.28,1.77
18,1.66258845268077,1.34,2.01,1.51586998354044,1.28,1.76
19,1.41236422017493,1.12,1.73,1.46164929706896,1.24,1.7
20,1.40405309504971,1.12,1.71,1.48531799328357,1.27,1.72
21,1.3348184524714,1.07,1.62,1.52506250424809,1.31,1.76
22,1.61925583594035,1.33,1.93,1.61805305590681,1.4,1.85
23,1.69393900580956,1.41,2,1.62083133825106,1.41,1.85
24,1.6810973341313,1.4,1.98,1.58649425483547,1.38,1.8
25,1.67781967739212,1.41,1.96,1.5375897533242,1.34,1.74
26,1.51650656296735,1.27,1.78,1.45664361039126,1.27,1.65
27,1.30873956071387,1.09,1.54,1.42099360425191,1.24,1.61
28,1.54343427047583,1.31,1.79,1.50286748232415,1.32,1.69
29,1.37447634468244,1.16,1.6,1.47596014945816,1.3,1.66
30,1.58488774104291,1.36,1.82,1.55748873065164,1.38,1.74
31,1.51089109740448,1.3,1.73,1.53830143148224,1.37,1.72
32,1.64507581756695,1.43,1.87,1.56522819374312,1.4,1.74
33,1.46955549008901,1.28,1.67,1.49421583757605,1.34,1.66
34,1.52458593642872,1.33,1.73,1.52197848012633,1.37,1.68
35,1.52269609315937,1.34,1.72,1.52237195730965,1.37,1.68
36,1.5519544396383,1.37,1.74,1.52518982662484,1.38,1.68
37,1.5165067083478,1.34,1.7,1.49559871370055,1.35,1.64
38,1.48684830351571,1.32,1.66,1.47129805366737,1.33,1.61
39,1.42773533123782,1.27,1.59,1.45250815725975,1.32,1.59
40,1.49515164402623,1.34,1.66,1.49301917033324,1.36,1.63
41,1.54815424724672,1.4,1.71,1.49277121900916,1.36,1.63
42,1.456964112531,1.31,1.61,1.40064388112947,1.28,1.53
43,1.2911417629607,1.16,1.43,1.29900371096651,1.19,1.42
44,1.36073582086667,1.23,1.5,1.31781652081003,1.21,1.43
45,1.30197763279612,1.18,1.43,1.23033112979554,1.12,1.34
46,1.08804499440792,0.98,1.2,1.07199708379351,0.98,1.17
47,1.03613937033553,0.93,1.15,1.03754037460604,0.94,1.13
48,1.06873237278756,0.96,1.18,1.04413450055386,0.95,1.14
49,1.02615852392997,0.92,1.14,0.987443683941226,0.9,1.08
50,0.910377403058291,0.81,1.01,0.89472281687517,0.81,0.98
51,0.909982342416799,0.81,1.01,0.859058476122466,0.77,0.95
52,0.774322405945882,0.68,0.87,0.734476347829088,0.66,0.82
53,0.687428319420374,0.6,0.78,0.638095881716801,0.56,0.72
54,0.547556250037915,0.47,0.63,0.52011661188726,0.45,0.59
55,0.440018729054101,0.37,0.52,0.459038384901696,0.4,0.53
56,0.500581967148234,0.42,0.59,0.502943261634219,0.43,0.58
57,0.534253040522001,0.45,0.63,0.510729815585676,0.44,0.59
58,0.481532653777676,0.39,0.58,0.473308499013043,0.4,0.55
59,0.460972641974162,0.37,0.56,0.463661270171996,0.39,0.55
60,0.44273573840188,0.35,0.54,0.470897310455687,0.39,0.56
61,0.513556802530119,0.41,0.63,0.511083878459859,0.42,0.61
62,0.507622159273372,0.4,0.63,0.511642109460626,0.42,0.61
63,0.517720799194457,0.4,0.64,0.519447824491109,0.42,0.62
64,0.49954583946758,0.38,0.63,0.524686745745564,0.43,0.63
65,0.566319709851835,0.44,0.71,0.551051094309828,0.45,0.66
66,0.600190118197204,0.46,0.75,0.541946079820272,0.44,0.66
67,0.550694242648506,0.41,0.7,0.50110073696506,0.4,0.62
68,0.466258574690985,0.34,0.61,0.469658305758542,0.36,0.59
69,0.46560833490763,0.33,0.62,0.475733767235854,0.37,0.6
70,0.492817895117485,0.35,0.65,0.486027579549961,0.37,0.61
71,0.463311298473893,0.32,0.63,0.486258862723992,0.36,0.62
72,0.461966913916561,0.31,0.63,0.502705396161343,0.37,0.65
73,0.547791687587968,0.38,0.74,0.527331705005652,0.38,0.69
74,0.588339732991828,0.41,0.79,0.523720543686294,0.37,0.7
75,0.505431204243079,0.33,0.71,0.505431204243079,0.33,0.71
