"day","R_filt","R_filt_lower_bound","R_filt_upper_bound","R_smooth","R_smooth_lower_bound","R_smooth_upper_bound"
2,5.005,0.5,9.5,1.57407468905761,1.14,2.06
3,2.65692825528197,1.44,4.17,1.56407468905761,1.17,2
4,1.86575059053118,1.14,2.73,1.52461781370026,1.17,1.92
5,1.6118322980959,1.06,2.25,1.5002805925851,1.17,1.86
6,1.76647197265814,1.26,2.34,1.48947200688561,1.18,1.82
7,1.61134941943592,1.17,2.11,1.44785233024685,1.16,1.76
8,1.42105707369088,1.03,1.86,1.41921244224047,1.15,1.72
9,1.51156579934972,1.13,1.93,1.42194065631119,1.16,1.71
10,1.63036614988541,1.25,2.04,1.40244271033723,1.15,1.68
11,1.43166130972781,1.09,1.81,1.34316814685416,1.1,1.61
12,1.31377343778082,0.99,1.67,1.32075193427468,1.08,1.58
13,1.4916665101383,1.16,1.85,1.32625847104296,1.09,1.57
14,1.51508562665602,1.19,1.87,1.27447661513701,1.05,1.52
15,1.29047718471778,0.99,1.62,1.19533086028321,0.98,1.43
16,1.21191009960031,0.93,1.52,1.16487421447106,0.96,1.39
17,1.18404997596844,0.91,1.48,1.15066180438428,0.94,1.37
18,1.0423030332334,0.79,1.32,1.14125934190862,0.94,1.36
19,0.970387317195265,0.73,1.24,1.18414547425746,0.97,1.41
20,1.08222904256638,0.83,1.36,1.27392948488033,1.06,1.5
21,1.27178043663501,0.99,1.58,1.35568582284325,1.14,1.59
22,1.33900736946652,1.05,1.65,1.3933009517143,1.17,1.63
23,1.45929679667697,1.17,1.78,1.4188113198694,1.2,1.65
24,1.46439576434558,1.18,1.78,1.40517815540039,1.19,1.63
25,1.47891149772974,1.2,1.78,1.3824809231557,1.18,1.6
26,1.35896609633337,1.1,1.64,1.34094231597314,1.14,1.55
27,1.38436389570111,1.13,1.66,1.3354388806337,1.14,1.54
28,1.22581379155881,0.99,1.48,1.31336483082794,1.12,1.52
29,1.37491407632124,1.13,1.64,1.36417753249459,1.17,1.57
30,1.29054546116641,1.05,1.54,1.36151571762747,1.17,1.56
31,1.38905168073031,1.15,1.65,1.40616286791753,1.22,1.61
32,1.41145560647597,1.17,1.67,1.41991186767283,1.23,1.62
33,1.57477464175241,1.33,1.84,1.42856623463932,1.25,1.62
34,1.31405491833649,1.1,1.55,1.33519006870408,1.16,1.52
35,1.42997994653243,1.21,1.66,1.35313322512575,1.18,1.53
36,1.32718168185547,1.12,1.55,1.2992129666949,1.14,1.47
37,1.33242087687606,1.13,1.55,1.28077306069605,1.12,1.45
38,1.09840725830807,0.92,1.29,1.24205427548107,1.09,1.41
39,1.31392943229595,1.12,1.52,1.36684137340453,1.21,1.54
40,1.34486683186861,1.15,1.55,1.41658200555762,1.25,1.59
41,1.51315285412863,1.31,1.73,1.48382169131166,1.32,1.66
42,1.47543941804017,1.28,1.68,1.45989979842209,1.3,1.63
43,1.50427612895999,1.31,1.71,1.44792244709842,1.29,1.61
44,1.4338844019163,1.25,1.62,1.39206054242611,1.25,1.55
45,1.39515693301968,1.22,1.58,1.3483834783855,1.21,1.5
46,1.32114939145655,1.16,1.49,1.29570209233488,1.16,1.44
47,1.30289493619005,1.14,1.47,1.26677440914741,1.14,1.4
48,1.28295288974255,1.13,1.45,1.2221011548277,1.1,1.35
49,1.27684960822652,1.13,1.44,1.1409916513541,1.02,1.27
50,1.000907681477,0.87,1.14,0.945999732420573,0.84,1.06
51,0.880339079032005,0.76,1.01,0.865877278030339,0.76,0.97
52,0.880659127766149,0.76,1.01,0.846803428236192,0.75,0.95
