"day","R_filt","R_filt_lower_bound","R_filt_upper_bound","R_smooth","R_smooth_lower_bound","R_smooth_upper_bound"
2,5.005,0.5,9.5,1.30619399339764,0.88,1.79
3,0.291430599561447,0.02,0.85,1.29619399339764,0.91,1.73
4,1.14927200914959,0.57,1.89,1.3319962553702,0.97,1.74
5,1.29241562611125,0.76,1.94,1.34671166871968,1,1.73
6,1.26197797920541,0.79,1.83,1.35469542137379,1.03,1.71
7,1.54182566484713,1.06,2.1,1.36908023126934,1.06,1.71
8,1.22378332494835,0.82,1.69,1.34647386017075,1.05,1.68
9,1.18836531010136,0.81,1.62,1.37068704753003,1.08,1.69
10,1.02373682422144,0.68,1.42,1.40960347193854,1.12,1.73
11,1.2381347867924,0.87,1.65,1.49369033119395,1.2,1.81
12,1.49610420322741,1.1,1.94,1.5544346626672,1.27,1.87
13,1.77606405109419,1.36,2.24,1.57130121760387,1.29,1.87
14,1.80751357020852,1.4,2.26,1.52516528024398,1.25,1.82
15,1.65154562294013,1.27,2.06,1.45592170393869,1.2,1.73
16,1.5791112300985,1.23,1.96,1.40431938471703,1.16,1.67
17,1.22842741635421,0.93,1.56,1.353737862963,1.12,1.61
18,1.24564095171945,0.95,1.57,1.39834919311153,1.16,1.65
19,1.38230927238244,1.08,1.72,1.45591169244701,1.22,1.71
20,1.49586963469556,1.18,1.84,1.48634575160601,1.25,1.74
21,1.55143747263007,1.24,1.89,1.48622226669555,1.25,1.73
22,1.45136516721431,1.15,1.77,1.46437301870654,1.24,1.7
23,1.58970213475384,1.29,1.91,1.47299549635779,1.25,1.71
24,1.37221134552915,1.1,1.67,1.42527085105056,1.21,1.65
25,1.5819416673163,1.3,1.89,1.45293991680722,1.24,1.67
26,1.32194028639788,1.07,1.6,1.39277369176476,1.19,1.61
27,1.41696207967805,1.16,1.69,1.43239352324728,1.23,1.64
28,1.32387348488436,1.08,1.58,1.44424519695038,1.25,1.65
29,1.42346448783168,1.18,1.69,1.51624300235397,1.32,1.72
30,1.55921590037746,1.31,1.83,1.57506552966816,1.38,1.78
31,1.8639429348095,1.6,2.15,1.5882447852451,1.4,1.79
32,1.32087830572839,1.1,1.55,1.4101591242818,1.23,1.6
33,1.62559146139473,1.4,1.87,1.47585905674131,1.3,1.66
34,1.39341904117661,1.19,1.61,1.36256760017709,1.2,1.54
35,1.43790271605377,1.23,1.66,1.34058578694997,1.18,1.51
36,1.04911891932308,0.88,1.23,1.25912679941183,1.11,1.42
37,1.30092742463101,1.11,1.5,1.45408004394776,1.29,1.62
