day,cases,Rt
1,3.0,1.3
2,6.0,1.3
3,4.0,1.3
4,9.0,1.3
5,5.0,1.3
6,6.0,1.3
7,11.0,1.3
8,7.0,1.3
9,6.0,1.3
10,12.0,1.3
11,14.0,1.3
12,7.0,1.3
13,9.0,1.3
14,18.0,1.3
15,15.0,1.3
16,8.0,1.3
17,12.0,1.3
18,13.0,1.3
19,8.0,1.3
20,9.0,1.3
21,15.0,1.3
22,19.0,1.3
23,17.0,1.3
24,22.0,1.3
25,21.0,1.3
26,24.0,1.3
27,20.0,1.3
28,27.0,1.3
29,19.0,1.3
30,34.0,1.3
31,25.0,1.3
32,36.0,1.3
33,36.0,1.3
34,49.0,1.3
35,29.0,1.3
36,52.0,1.3
37,42.0,1.3
38,50.0,1.3
39,33.0,1.3
40,64.0,1.3
41,58.0,1.3
42,76.0,1.3
43,71.0,1.3
44,84.0,1.3
45,83.0,1.3
46,90.0,1.3
47,90.0,1.3
48,98.0,1.3
49,102.0,1.3
50,108.0,1.3
51,73.0,0.8
52,74.0,0.8
53,80.0,0.8
54,60.0,0.8
55,80.0,0.8
56,55.0,0.8
57,75.0,0.8
58,43.0,0.8
59,56.0,0.8
60,63.0,0.8
61,51.0,0.8
62,48.0,0.8
63,42.0,0.8
64,45.0,0.8
65,46.0,0.8
66,43.0,0.8
67,41.0,0.8
68,28.0,0.8
69,30.0,0.8
70,46.0,0.8
71,41.0,0.8
72,31.0,0.8
73,31.0,0.8
74,38.0,0.8
75,27.0,0.8
76,28.0,0.8
77,21.0,0.8
78,22.0,0.8
79,15.0,0.8
80,24.0,0.8
81,13.0,0.8
82,17.0,0.8
83,16.0,0.8
84,17.0,0.8
85,23.0,0.8
86,9.0,0.8
87,16.0,0.8
88,11.0,0.8
89,18.0,0.8
90,8.0,0.8
91,18.0,0.8
92,13.0,0.8
93,16.0,0.8
94,15.0,0.8
95,5.0,0.8
96,17.0,0.8
97,19.0,0.8
98,13.0,0.8
99,8.0,0.8
100,3.0,0.8
