day,cases,Rt
1,12.0,2.5
2,12.0,2.5
3,10.0,2.5
4,11.0,2.5
5,11.0,2.5
6,10.0,2.5
7,21.0,2.5
8,11.0,2.5
9,22.0,2.5
10,17.0,2.5
11,20.0,2.5
12,15.0,2.5
13,19.0,2.5
14,20.0,2.5
15,28.0,2.5
16,26.0,2.5
17,26.0,2.5
18,31.0,2.5
19,30.0,2.5
20,31.0,2.5
21,29.0,2.5
22,36.0,2.5
23,42.0,2.5
24,41.0,2.5
25,34.0,2.5
26,49.0,2.5
27,68.0,2.5
28,38.0,2.5
29,60.0,2.5
30,71.0,2.5
31,75.0,2.5
32,65.0,2.5
33,82.0,2.5
34,69.0,2.5
35,82.0,2.5
36,82.0,2.5
37,97.0,2.5
38,115.0,2.5
39,111.0,2.5
40,135.0,2.5
41,119.0,2.5
42,147.0,2.5
43,131.0,2.5
44,132.0,2.5
45,179.0,2.5
46,181.0,2.5
47,203.0,2.5
48,200.0,2.5
49,217.0,2.5
50,210.0,2.5
51,52.0,0.5
52,46.0,0.5
53,47.0,0.5
54,67.0,0.5
55,60.0,0.5
56,52.0,0.5
57,73.0,0.5
58,59.0,0.5
59,69.0,0.5
60,62.0,0.5
61,59.0,0.5
62,64.0,0.5
63,40.0,0.5
64,57.0,0.5
65,42.0,0.5
66,51.0,0.5
67,60.0,0.5
68,48.0,0.5
69,40.0,0.5
70,54.0,0.5
71,45.0,0.5
72,37.0,0.5
73,32.0,0.5
74,38.0,0.5
75,40.0,0.5
76,29.0,0.5
77,31.0,0.5
78,24.0,0.5
79,26.0,0.5
80,26.0,0.5
81,38.0,0.5
82,30.0,0.5
83,30.0,0.5
84,27.0,0.5
85,27.0,0.5
86,26.0,0.5
87,21.0,0.5
88,26.0,0.5
89,25.0,0.5
90,17.0,0.5
91,21.0,0.5
92,25.0,0.5
93,17.0,0.5
94,19.0,0.5
95,21.0,0.5
96,21.0,0.5
97,13.0,0.5
98,17.0,0.5
99,19.0,0.5
100,8.0,0.5
101,11.0,0.5
102,14.0,0.5
103,18.0,0.5
104,13.0,0.5
105,12.0,0.5
106,12.0,0.5
107,10.0,0.5
108,15.0,0.5
109,15.0,0.5
110,8.0,0.5
111,9.0,0.5
112,4.0,0.5
113,8.0,0.5
114,12.0,0.5
115,10.0,0.5
116,7.0,0.5
117,4.0,0.5
118,9.0,0.5
119,5.0,0.5
120,10.0,0.5
121,6.0,0.5
122,7.0,0.5
123,11.0,0.5
