day,cases,Rt
1,12.0,2.5
2,8.0,2.5
3,12.0,2.5
4,7.0,2.5
5,21.0,2.5
6,16.0,2.5
7,20.0,2.5
8,15.0,2.5
9,15.0,2.5
10,22.0,2.5
11,27.0,2.5
12,22.0,2.5
13,36.0,2.5
14,20.0,2.5
15,23.0,2.5
16,30.0,2.5
17,30.0,2.5
18,40.0,2.5
19,38.0,2.5
20,49.0,2.5
21,43.0,2.5
22,43.0,2.5
23,29.0,2.5
24,58.0,2.5
25,45.0,2.5
26,58.0,2.5
27,70.0,2.5
28,79.0,2.5
29,67.0,2.5
30,71.0,2.5
31,80.0,2.5
32,78.0,2.5
33,84.0,2.5
34,96.0,2.5
35,104.0,2.5
36,119.0,2.5
37,109.0,2.5
38,130.0,2.5
39,123.0,2.5
40,145.0,2.5
41,135.0,2.5
42,168.0,2.5
43,174.0,2.5
44,198.0,2.5
45,187.0,2.5
46,235.0,2.5
47,206.0,2.5
48,258.0,2.5
49,245.0,2.5
50,265.0,2.5
51,58.0,0.5
52,63.0,0.5
53,60.0,0.5
54,69.0,0.5
55,56.0,0.5
56,81.0,0.5
57,68.0,0.5
58,78.0,0.5
59,77.0,0.5
60,80.0,0.5
61,63.0,0.5
62,60.0,0.5
63,66.0,0.5
64,55.0,0.5
65,65.0,0.5
66,63.0,0.5
67,66.0,0.5
68,56.0,0.5
69,57.0,0.5
70,62.0,0.5
71,41.0,0.5
72,52.0,0.5
73,47.0,0.5
74,47.0,0.5
75,40.0,0.5
76,39.0,0.5
77,41.0,0.5
78,40.0,0.5
79,38.0,0.5
80,40.0,0.5
81,43.0,0.5
82,32.0,0.5
83,35.0,0.5
84,34.0,0.5
85,33.0,0.5
86,33.0,0.5
87,24.0,0.5
88,24.0,0.5
89,22.0,0.5
90,34.0,0.5
91,21.0,0.5
92,15.0,0.5
93,20.0,0.5
94,22.0,0.5
95,18.0,0.5
96,16.0,0.5
97,23.0,0.5
98,17.0,0.5
99,11.0,0.5
100,24.0,0.5
101,18.0,0.5
102,20.0,0.5
103,21.0,0.5
104,15.0,0.5
105,17.0,0.5
106,8.0,0.5
107,10.0,0.5
108,15.0,0.5
109,10.0,0.5
110,9.0,0.5
111,14.0,0.5
112,13.0,0.5
113,11.0,0.5
114,9.0,0.5
115,7.0,0.5
116,14.0,0.5
117,12.0,0.5
118,14.0,0.5
119,7.0,0.5
120,5.0,0.5
121,14.0,0.5
122,9.0,0.5
123,9.0,0.5
124,6.0,0.5
125,8.0,0.5
126,6.0,0.5
127,5.0,0.5
128,8.0,0.5
129,4.0,0.5
130,6.0,0.5
131,7.0,0.5
132,7.0,0.5
133,4.0,0.5
134,3.0,0.5
135,7.0,0.5
136,5.0,0.5
137,5.0,0.5
138,6.0,0.5
139,4.0,0.5
140,4.0,0.5
141,3.0,0.5
142,1.0,0.5
143,4.0,0.5
144,5.0,0.5
145,3.0,0.5
146,3.0,0.5
147,1.0,0.5
148,6.0,0.5
149,2.0,0.5
150,1.0,0.5
151,4.0,0.5
152,2.0,0.5
153,4.0,0.5
154,2.0,0.5
155,0.0,0.5
156,1.0,0.5
157,3.0,0.5
158,2.0,0.5
159,0.0,0.5
160,4.0,0.5
161,2.0,0.5
162,2.0,0.5
163,0.0,0.5
164,4.0,0.5
165,0.0,0.5
166,0.0,0.5
167,2.0,0.5
168,2.0,0.5
169,0.0,0.5
170,2.0,0.5
171,1.0,0.5
172,0.0,0.5
173,0.0,0.5
174,1.0,0.5
175,2.0,0.5
176,1.0,0.5
177,3.0,0.5
178,1.0,0.5
179,0.0,0.5
180,0.0,0.5
181,0.0,0.5
182,0.0,0.5
183,0.0,0.5
184,0.0,0.5
185,0.0,0.5
186,2.0,0.5
187,0.0,0.5
188,1.0,0.5
189,0.0,0.5
190,0.0,0.5
191,0.0,0.5
192,1.0,0.5
193,0.0,0.5
194,0.0,0.5
195,0.0,0.5
196,0.0,0.5
197,0.0,0.5
198,0.0,0.5
199,0.0,0.5
200,1.0,0.5
201,0.0,0.5
202,0.0,0.5
203,1.0,0.5
204,0.0,0.5
205,0.0,0.5
206,0.0,0.5
207,0.0,0.5
208,0.0,0.5
209,0.0,0.5
210,0.0,0.5
211,0.0,0.5
212,0.0,0.5
213,0.0,0.5
214,0.0,0.5
215,0.0,0.5
216,1.0,0.5
217,0.0,0.5
218,1.0,0.5
219,0.0,0.5
220,1.0,0.5
221,0.0,0.5
222,1.0,0.5
223,1.0,0.5
224,0.0,0.5
225,0.0,0.5
226,0.0,2.5
227,0.0,2.5
228,0.0,2.5
229,0.0,2.5
230,0.0,2.5
231,3.0,2.5
232,1.0,2.5
233,0.0,2.5
234,1.0,2.5
235,1.0,2.5
236,1.0,2.5
237,1.0,2.5
238,0.0,2.5
239,1.0,2.5
240,2.0,2.5
241,1.0,2.5
242,2.0,2.5
243,1.0,2.5
244,1.0,2.5
245,2.0,2.5
246,4.0,2.5
247,1.0,2.5
248,0.0,2.5
249,2.0,2.5
250,1.0,2.5
251,3.0,2.5
252,2.0,2.5
253,3.0,2.5
254,6.0,2.5
255,5.0,2.5
256,5.0,2.5
257,5.0,2.5
258,5.0,2.5
259,6.0,2.5
260,6.0,2.5
261,10.0,2.5
262,3.0,2.5
263,5.0,2.5
264,6.0,2.5
265,13.0,2.5
266,4.0,2.5
267,8.0,2.5
268,10.0,2.5
269,13.0,2.5
270,7.0,2.5
271,11.0,2.5
272,14.0,2.5
273,18.0,2.5
274,13.0,2.5
275,21.0,2.5
276,22.0,2.5
277,16.0,2.5
278,19.0,2.5
279,14.0,2.5
280,21.0,2.5
281,21.0,2.5
282,29.0,2.5
283,32.0,2.5
284,22.0,2.5
285,31.0,2.5
286,31.0,2.5
