day,cases,Rt
1,12.0,2.5
2,15.0,2.5
3,10.0,2.5
4,7.0,2.5
5,13.0,2.5
6,19.0,2.5
7,13.0,2.5
8,17.0,2.5
9,17.0,2.5
10,14.0,2.5
11,16.0,2.5
12,31.0,2.5
13,24.0,2.5
14,19.0,2.5
15,29.0,2.5
16,30.0,2.5
17,12.0,2.5
18,22.0,2.5
19,38.0,2.5
20,37.0,2.5
21,43.0,2.5
22,36.0,2.5
23,42.0,2.5
24,29.0,2.5
25,44.0,2.5
26,57.0,2.5
27,56.0,2.5
28,58.0,2.5
29,77.0,2.5
30,74.0,2.5
31,56.0,2.5
32,74.0,2.5
33,76.0,2.5
34,97.0,2.5
35,91.0,2.5
36,98.0,2.5
37,114.0,2.5
38,114.0,2.5
39,96.0,2.5
40,127.0,2.5
41,131.0,2.5
42,143.0,2.5
43,149.0,2.5
44,167.0,2.5
45,188.0,2.5
46,197.0,2.5
47,195.0,2.5
48,202.0,2.5
49,223.0,2.5
50,213.0,2.5
51,60.0,0.5
52,41.0,0.5
53,46.0,0.5
54,52.0,0.5
55,65.0,0.5
56,65.0,0.5
57,72.0,0.5
58,65.0,0.5
59,66.0,0.5
60,58.0,0.5
61,59.0,0.5
62,61.0,0.5
63,56.0,0.5
64,57.0,0.5
65,46.0,0.5
66,50.0,0.5
67,47.0,0.5
68,48.0,0.5
69,37.0,0.5
70,36.0,0.5
71,46.0,0.5
72,42.0,0.5
73,44.0,0.5
74,39.0,0.5
75,34.0,0.5
76,37.0,0.5
77,29.0,0.5
78,30.0,0.5
79,25.0,0.5
80,26.0,0.5
81,30.0,0.5
82,29.0,0.5
83,34.0,0.5
84,25.0,0.5
85,24.0,0.5
86,28.0,0.5
87,30.0,0.5
88,25.0,0.5
89,26.0,0.5
90,15.0,0.5
91,14.0,0.5
92,20.0,0.5
93,17.0,0.5
94,15.0,0.5
95,14.0,0.5
96,9.0,0.5
97,15.0,0.5
98,11.0,0.5
99,13.0,0.5
100,18.0,0.5
101,14.0,0.5
102,15.0,0.5
103,8.0,0.5
104,18.0,0.5
105,9.0,0.5
106,11.0,0.5
107,12.0,0.5
108,8.0,0.5
109,6.0,0.5
110,6.0,0.5
111,8.0,0.5
112,6.0,0.5
113,5.0,0.5
114,10.0,0.5
115,10.0,0.5
116,11.0,0.5
117,10.0,0.5
118,5.0,0.5
119,10.0,0.5
120,9.0,0.5
121,11.0,0.5
122,4.0,0.5
123,3.0,0.5
124,6.0,0.5
125,6.0,0.5
126,3.0,0.5
127,5.0,0.5
128,5.0,0.5
129,6.0,0.5
130,1.0,0.5
131,4.0,0.5
132,2.0,0.5
133,1.0,0.5
134,4.0,0.5
135,2.0,0.5
136,3.0,0.5
137,1.0,0.5
138,6.0,0.5
139,1.0,0.5
140,0.0,0.5
141,1.0,0.5
142,7.0,0.5
143,2.0,0.5
144,5.0,0.5
145,1.0,0.5
146,4.0,0.5
147,3.0,0.5
148,2.0,0.5
149,2.0,0.5
150,1.0,0.5
151,1.0,0.5
152,1.0,0.5
153,1.0,0.5
154,1.0,0.5
155,1.0,0.5
156,3.0,0.5
157,1.0,0.5
158,0.0,0.5
159,1.0,0.5
160,2.0,0.5
161,1.0,0.5
162,4.0,0.5
163,2.0,0.5
164,0.0,0.5
165,0.0,0.5
166,0.0,0.5
167,0.0,0.5
168,1.0,0.5
169,1.0,0.5
170,0.0,0.5
171,0.0,0.5
172,0.0,0.5
173,0.0,0.5
174,0.0,0.5
175,1.0,0.5
176,3.0,0.5
177,0.0,0.5
178,1.0,0.5
179,1.0,0.5
180,0.0,0.5
181,1.0,0.5
182,3.0,0.5
183,0.0,0.5
184,1.0,0.5
185,2.0,0.5
186,0.0,0.5
187,0.0,0.5
188,0.0,0.5
189,0.0,0.5
190,0.0,0.5
191,0.0,0.5
192,0.0,0.5
193,0.0,0.5
194,0.0,0.5
195,1.0,0.5
196,1.0,0.5
197,0.0,0.5
198,0.0,0.5
199,1.0,0.5
200,0.0,0.5
201,0.0,0.5
202,0.0,0.5
203,0.0,0.5
204,0.0,0.5
205,0.0,0.5
206,0.0,0.5
207,0.0,0.5
208,0.0,0.5
209,0.0,0.5
210,0.0,0.5
211,1.0,0.5
212,1.0,0.5
213,0.0,0.5
214,0.0,0.5
215,0.0,0.5
216,1.0,0.5
217,0.0,0.5
218,0.0,0.5
219,0.0,0.5
220,0.0,0.5
221,0.0,0.5
222,0.0,0.5
223,0.0,0.5
224,0.0,0.5
225,0.0,0.5
226,0.0,2.5
227,0.0,2.5
228,0.0,2.5
229,1.0,2.5
230,0.0,2.5
231,1.0,2.5
232,0.0,2.5
233,0.0,2.5
234,1.0,2.5
235,0.0,2.5
236,1.0,2.5
237,1.0,2.5
238,0.0,2.5
239,1.0,2.5
240,0.0,2.5
241,0.0,2.5
242,1.0,2.5
243,0.0,2.5
244,1.0,2.5
245,1.0,2.5
246,1.0,2.5
247,1.0,2.5
248,2.0,2.5
249,0.0,2.5
250,0.0,2.5
251,3.0,2.5
252,1.0,2.5
253,3.0,2.5
254,0.0,2.5
255,2.0,2.5
256,2.0,2.5
257,4.0,2.5
258,2.0,2.5
259,1.0,2.5
260,3.0,2.5
261,0.0,2.5
262,3.0,2.5
263,1.0,2.5
264,3.0,2.5
265,1.0,2.5
266,5.0,2.5
267,2.0,2.5
268,5.0,2.5
269,7.0,2.5
270,4.0,2.5
271,3.0,2.5
272,3.0,2.5
273,3.0,2.5
274,5.0,2.5
275,2.0,2.5
276,4.0,2.5
277,9.0,2.5
278,6.0,2.5
279,9.0,2.5
280,12.0,2.5
281,5.0,2.5
282,7.0,2.5
283,15.0,2.5
284,10.0,2.5
285,12.0,2.5
286,11.0,2.5
287,10.0,2.5
288,14.0,2.5
289,9.0,2.5
290,17.0,2.5
291,18.0,2.5
292,14.0,2.5
293,17.0,2.5
294,23.0,2.5
295,15.0,2.5
296,32.0,2.5
297,26.0,2.5
298,37.0,2.5
299,22.0,2.5
300,34.0,2.5
