day,cases,Rt
1,8.0,2.5
2,10.0,2.5
3,18.0,2.5
4,21.0,2.5
5,10.0,2.5
6,21.0,2.5
7,15.0,2.5
8,19.0,2.5
9,20.0,2.5
10,13.0,2.5
11,17.0,2.5
12,21.0,2.5
13,20.0,2.5
14,28.0,2.5
15,30.0,2.5
16,26.0,2.5
17,28.0,2.5
18,31.0,2.5
19,33.0,2.5
20,26.0,2.5
21,41.0,2.5
22,37.0,2.5
23,30.0,2.5
24,45.0,2.5
25,51.0,2.5
26,42.0,2.5
27,58.0,2.5
28,58.0,2.5
29,73.0,2.5
30,68.0,2.5
31,69.0,2.5
32,59.0,2.5
33,84.0,2.5
34,104.0,2.5
35,96.0,2.5
36,101.0,2.5
37,99.0,2.5
38,138.0,2.5
39,126.0,2.5
40,125.0,2.5
41,142.0,2.5
42,141.0,2.5
43,147.0,2.5
44,166.0,2.5
45,201.0,2.5
46,191.0,2.5
47,208.0,2.5
48,234.0,2.5
49,221.0,2.5
50,267.0,2.5
51,44.0,0.5
52,53.0,0.5
53,65.0,0.5
54,60.0,0.5
55,57.0,0.5
56,53.0,0.5
57,80.0,0.5
58,62.0,0.5
59,66.0,0.5
60,62.0,0.5
61,67.0,0.5
62,52.0,0.5
63,63.0,0.5
64,54.0,0.5
65,58.0,0.5
66,59.0,0.5
67,46.0,0.5
68,53.0,0.5
69,46.0,0.5
70,52.0,0.5
71,56.0,0.5
72,42.0,0.5
73,47.0,0.5
74,43.0,0.5
75,39.0,0.5
76,38.0,0.5
77,28.0,0.5
78,39.0,0.5
79,25.0,0.5
80,32.0,0.5
81,27.0,0.5
82,31.0,0.5
83,32.0,0.5
84,31.0,0.5
85,25.0,0.5
86,23.0,0.5
87,27.0,0.5
88,19.0,0.5
89,27.0,0.5
90,24.0,0.5
91,22.0,0.5
92,25.0,0.5
93,26.0,0.5
94,13.0,0.5
95,11.0,0.5
96,16.0,0.5
97,11.0,0.5
98,16.0,0.5
99,15.0,0.5
100,13.0,0.5
101,18.0,0.5
102,15.0,0.5
103,11.0,0.5
104,11.0,0.5
105,9.0,0.5
106,14.0,0.5
107,9.0,0.5
108,7.0,0.5
109,7.0,0.5
110,11.0,0.5
111,8.0,0.5
112,8.0,0.5
113,12.0,0.5
114,11.0,0.5
115,6.0,0.5
116,4.0,0.5
117,5.0,0.5
118,3.0,0.5
119,10.0,0.5
120,12.0,0.5
121,4.0,0.5
122,4.0,0.5
123,4.0,0.5
124,8.0,0.5
125,11.0,0.5
126,5.0,0.5
127,7.0,0.5
128,7.0,0.5
129,3.0,0.5
130,6.0,0.5
131,12.0,0.5
132,4.0,0.5
133,5.0,0.5
134,4.0,0.5
135,3.0,0.5
136,4.0,0.5
137,1.0,0.5
138,0.0,0.5
139,3.0,0.5
140,2.0,0.5
141,3.0,0.5
142,2.0,0.5
143,2.0,0.5
144,1.0,0.5
145,2.0,0.5
146,3.0,0.5
147,2.0,0.5
148,3.0,0.5
149,2.0,0.5
150,3.0,0.5
151,0.0,0.5
152,3.0,0.5
153,1.0,0.5
154,2.0,0.5
155,3.0,0.5
156,1.0,0.5
157,2.0,0.5
158,4.0,0.5
159,2.0,0.5
160,2.0,0.5
161,1.0,0.5
162,2.0,0.5
163,1.0,0.5
164,2.0,0.5
165,1.0,0.5
166,1.0,0.5
167,1.0,0.5
168,1.0,0.5
169,2.0,0.5
170,1.0,0.5
171,0.0,0.5
172,1.0,0.5
173,4.0,0.5
174,2.0,0.5
175,0.0,0.5
176,0.0,0.5
177,0.0,0.5
178,1.0,0.5
179,0.0,0.5
180,0.0,0.5
181,1.0,0.5
182,1.0,0.5
183,0.0,0.5
184,1.0,0.5
185,0.0,0.5
186,0.0,0.5
187,0.0,0.5
188,0.0,0.5
189,1.0,0.5
190,1.0,0.5
191,0.0,0.5
192,1.0,0.5
193,3.0,0.5
194,0.0,0.5
195,0.0,0.5
196,1.0,0.5
197,0.0,0.5
198,0.0,0.5
199,0.0,0.5
200,0.0,0.5
201,1.0,0.5
202,0.0,0.5
203,0.0,0.5
204,0.0,0.5
205,1.0,0.5
206,0.0,0.5
207,0.0,0.5
208,0.0,0.5
209,0.0,0.5
210,0.0,0.5
211,0.0,0.5
212,0.0,0.5
213,0.0,0.5
214,0.0,0.5
215,0.0,0.5
216,0.0,0.5
217,0.0,0.5
218,0.0,0.5
219,0.0,0.5
220,0.0,0.5
221,0.0,0.5
222,0.0,0.5
223,0.0,0.5
224,0.0,0.5
225,0.0,0.5
226,0.0,2.5
227,1.0,2.5
228,1.0,2.5
229,0.0,2.5
230,0.0,2.5
231,1.0,2.5
232,1.0,2.5
233,0.0,2.5
234,0.0,2.5
235,0.0,2.5
236,0.0,2.5
237,2.0,2.5
238,0.0,2.5
239,1.0,2.5
240,2.0,2.5
241,1.0,2.5
242,1.0,2.5
243,1.0,2.5
244,3.0,2.5
245,1.0,2.5
246,1.0,2.5
247,3.0,2.5
248,0.0,2.5
249,0.0,2.5
250,0.0,2.5
251,2.0,2.5
252,3.0,2.5
253,1.0,2.5
254,5.0,2.5
255,4.0,2.5
256,1.0,2.5
257,4.0,2.5
258,2.0,2.5
259,4.0,2.5
260,5.0,2.5
261,6.0,2.5
262,4.0,2.5
263,3.0,2.5
264,6.0,2.5
265,3.0,2.5
266,4.0,2.5
267,8.0,2.5
268,2.0,2.5
269,12.0,2.5
270,8.0,2.5
271,12.0,2.5
