day,cases,Rt
1,18.0,2.5
2,16.0,2.5
3,7.0,2.5
4,13.0,2.5
5,12.0,2.5
6,14.0,2.5
7,15.0,2.5
8,20.0,2.5
9,22.0,2.5
10,22.0,2.5
11,22.0,2.5
12,19.0,2.5
13,19.0,2.5
14,26.0,2.5
15,36.0,2.5
16,24.0,2.5
17,34.0,2.5
18,31.0,2.5
19,38.0,2.5
20,35.0,2.5
21,45.0,2.5
22,36.0,2.5
23,42.0,2.5
24,42.0,2.5
25,61.0,2.5
26,64.0,2.5
27,62.0,2.5
28,61.0,2.5
29,77.0,2.5
30,62.0,2.5
31,60.0,2.5
32,99.0,2.5
33,77.0,2.5
34,84.0,2.5
35,93.0,2.5
36,133.0,2.5
37,114.0,2.5
38,127.0,2.5
39,133.0,2.5
40,122.0,2.5
41,137.0,2.5
42,175.0,2.5
43,171.0,2.5
44,195.0,2.5
45,174.0,2.5
46,196.0,2.5
47,205.0,2.5
48,240.0,2.5
49,254.0,2.5
50,300.0,2.5
51,63.0,0.5
52,62.0,0.5
53,49.0,0.5
54,67.0,0.5
55,58.0,0.5
56,65.0,0.5
57,62.0,0.5
58,78.0,0.5
59,63.0,0.5
60,62.0,0.5
61,67.0,0.5
62,59.0,0.5
63,60.0,0.5
64,56.0,0.5
65,77.0,0.5
66,54.0,0.5
67,49.0,0.5
68,48.0,0.5
69,60.0,0.5
70,44.0,0.5
71,42.0,0.5
72,45.0,0.5
73,38.0,0.5
74,45.0,0.5
75,39.0,0.5
76,33.0,0.5
77,36.0,0.5
78,38.0,0.5
79,36.0,0.5
80,39.0,0.5
81,26.0,0.5
82,27.0,0.5
83,30.0,0.5
84,37.0,0.5
85,38.0,0.5
86,19.0,0.5
87,30.0,0.5
88,17.0,0.5
89,19.0,0.5
90,20.0,0.5
91,26.0,0.5
92,15.0,0.5
93,22.0,0.5
94,16.0,0.5
95,21.0,0.5
96,20.0,0.5
97,21.0,0.5
98,23.0,0.5
99,16.0,0.5
100,14.0,0.5
101,16.0,0.5
102,18.0,0.5
103,15.0,0.5
104,16.0,0.5
105,14.0,0.5
106,14.0,0.5
107,6.0,0.5
108,10.0,0.5
109,14.0,0.5
110,12.0,0.5
111,7.0,0.5
112,7.0,0.5
113,13.0,0.5
114,10.0,0.5
115,15.0,0.5
116,3.0,0.5
117,15.0,0.5
118,10.0,0.5
119,6.0,0.5
120,6.0,0.5
121,8.0,0.5
122,5.0,0.5
123,9.0,0.5
124,4.0,0.5
125,2.0,0.5
126,14.0,0.5
127,2.0,0.5
128,3.0,0.5
129,10.0,0.5
130,1.0,0.5
131,4.0,0.5
132,5.0,0.5
133,5.0,0.5
134,5.0,0.5
135,7.0,0.5
136,6.0,0.5
137,2.0,0.5
138,5.0,0.5
139,1.0,0.5
140,4.0,0.5
141,2.0,0.5
142,5.0,0.5
143,3.0,0.5
144,2.0,0.5
145,0.0,0.5
146,4.0,0.5
147,3.0,0.5
148,2.0,0.5
149,1.0,0.5
150,3.0,0.5
151,3.0,0.5
152,5.0,0.5
153,2.0,0.5
154,2.0,0.5
155,2.0,0.5
156,0.0,0.5
157,1.0,0.5
158,3.0,0.5
159,1.0,0.5
160,0.0,0.5
161,3.0,0.5
162,2.0,0.5
163,2.0,0.5
164,1.0,0.5
165,0.0,0.5
166,3.0,0.5
167,1.0,0.5
168,1.0,0.5
169,3.0,0.5
170,0.0,0.5
171,3.0,0.5
172,1.0,0.5
173,3.0,0.5
174,0.0,0.5
175,4.0,0.5
176,0.0,0.5
177,0.0,0.5
178,1.0,0.5
179,1.0,0.5
180,2.0,0.5
181,1.0,0.5
182,1.0,0.5
183,1.0,0.5
184,1.0,0.5
185,1.0,0.5
186,1.0,0.5
187,0.0,0.5
188,1.0,0.5
189,2.0,0.5
190,0.0,0.5
191,2.0,0.5
192,0.0,0.5
193,0.0,0.5
194,0.0,0.5
195,0.0,0.5
196,1.0,0.5
197,1.0,0.5
198,0.0,0.5
199,0.0,0.5
200,0.0,0.5
201,0.0,0.5
202,0.0,0.5
203,1.0,0.5
204,0.0,0.5
205,1.0,0.5
206,0.0,0.5
207,0.0,0.5
208,0.0,0.5
209,0.0,0.5
210,0.0,0.5
211,0.0,0.5
212,0.0,0.5
213,0.0,0.5
214,1.0,0.5
215,0.0,0.5
216,0.0,0.5
217,1.0,0.5
218,0.0,0.5
219,0.0,0.5
220,0.0,0.5
221,0.0,0.5
222,0.0,0.5
223,0.0,0.5
224,0.0,0.5
225,0.0,0.5
226,0.0,2.5
227,1.0,2.5
228,0.0,2.5
229,0.0,2.5
230,0.0,2.5
231,0.0,2.5
232,1.0,2.5
233,0.0,2.5
234,0.0,2.5
235,1.0,2.5
236,0.0,2.5
237,2.0,2.5
238,2.0,2.5
239,1.0,2.5
240,1.0,2.5
241,0.0,2.5
242,1.0,2.5
243,1.0,2.5
244,2.0,2.5
245,0.0,2.5
246,1.0,2.5
247,0.0,2.5
248,1.0,2.5
249,2.0,2.5
250,3.0,2.5
251,0.0,2.5
252,1.0,2.5
253,5.0,2.5
254,3.0,2.5
255,2.0,2.5
256,1.0,2.5
257,5.0,2.5
258,3.0,2.5
259,7.0,2.5
260,3.0,2.5
261,2.0,2.5
262,5.0,2.5
263,5.0,2.5
264,2.0,2.5
265,9.0,2.5
266,4.0,2.5
267,7.0,2.5
268,5.0,2.5
269,8.0,2.5
270,8.0,2.5
271,4.0,2.5
272,12.0,2.5
273,9.0,2.5
274,7.0,2.5
275,10.0,2.5
276,7.0,2.5
277,6.0,2.5
278,19.0,2.5
279,9.0,2.5
280,16.0,2.5
281,10.0,2.5
282,15.0,2.5
283,15.0,2.5
284,18.0,2.5
285,15.0,2.5
286,16.0,2.5
287,34.0,2.5
288,18.0,2.5
289,18.0,2.5
290,21.0,2.5
291,18.0,2.5
292,27.0,2.5
293,27.0,2.5
294,31.0,2.5
295,42.0,2.5
296,32.0,2.5
297,36.0,2.5
298,42.0,2.5
299,37.0,2.5
300,54.0,2.5
