day,cases,Rt
1,16.0,2.5
2,14.0,2.5
3,13.0,2.5
4,9.0,2.5
5,9.0,2.5
6,18.0,2.5
7,18.0,2.5
8,22.0,2.5
9,17.0,2.5
10,16.0,2.5
11,18.0,2.5
12,22.0,2.5
13,24.0,2.5
14,29.0,2.5
15,34.0,2.5
16,19.0,2.5
17,22.0,2.5
18,33.0,2.5
19,31.0,2.5
20,32.0,2.5
21,35.0,2.5
22,39.0,2.5
23,50.0,2.5
24,44.0,2.5
25,57.0,2.5
26,54.0,2.5
27,57.0,2.5
28,40.0,2.5
29,50.0,2.5
30,64.0,2.5
31,51.0,2.5
32,72.0,2.5
33,77.0,2.5
34,98.0,2.5
35,103.0,2.5
36,99.0,2.5
37,105.0,2.5
38,103.0,2.5
39,110.0,2.5
40,127.0,2.5
41,132.0,2.5
42,137.0,2.5
43,145.0,2.5
44,165.0,2.5
45,148.0,2.5
46,197.0,2.5
47,200.0,2.5
48,203.0,2.5
49,214.0,2.5
50,246.0,2.5
51,35.0,0.5
52,43.0,0.5
53,68.0,0.5
54,53.0,0.5
55,50.0,0.5
56,61.0,0.5
57,53.0,0.5
58,65.0,0.5
59,55.0,0.5
60,53.0,0.5
61,60.0,0.5
62,59.0,0.5
63,57.0,0.5
64,55.0,0.5
65,43.0,0.5
66,54.0,0.5
67,47.0,0.5
68,46.0,0.5
69,34.0,0.5
70,44.0,0.5
71,35.0,0.5
72,36.0,0.5
73,43.0,0.5
74,34.0,0.5
75,42.0,0.5
76,35.0,0.5
77,34.0,0.5
78,35.0,0.5
79,29.0,0.5
80,29.0,0.5
81,22.0,0.5
82,33.0,0.5
83,25.0,0.5
84,18.0,0.5
85,16.0,0.5
86,15.0,0.5
87,23.0,0.5
88,23.0,0.5
89,18.0,0.5
90,18.0,0.5
91,17.0,0.5
92,22.0,0.5
93,17.0,0.5
94,27.0,0.5
95,21.0,0.5
96,11.0,0.5
97,14.0,0.5
98,18.0,0.5
99,11.0,0.5
100,11.0,0.5
101,17.0,0.5
102,13.0,0.5
103,10.0,0.5
104,11.0,0.5
105,9.0,0.5
106,14.0,0.5
107,7.0,0.5
108,10.0,0.5
109,9.0,0.5
110,12.0,0.5
111,9.0,0.5
112,8.0,0.5
113,7.0,0.5
114,9.0,0.5
115,2.0,0.5
116,5.0,0.5
117,6.0,0.5
118,11.0,0.5
119,7.0,0.5
120,2.0,0.5
121,5.0,0.5
122,5.0,0.5
123,8.0,0.5
124,4.0,0.5
125,5.0,0.5
126,3.0,0.5
127,1.0,0.5
128,2.0,0.5
129,4.0,0.5
130,9.0,0.5
131,4.0,0.5
132,3.0,0.5
133,1.0,0.5
134,5.0,0.5
135,8.0,0.5
136,3.0,0.5
137,3.0,0.5
138,3.0,0.5
139,3.0,0.5
140,2.0,0.5
141,3.0,0.5
142,1.0,0.5
143,3.0,0.5
144,6.0,0.5
145,5.0,0.5
146,1.0,0.5
147,2.0,0.5
148,2.0,0.5
149,2.0,0.5
150,1.0,0.5
151,1.0,0.5
152,2.0,0.5
153,2.0,0.5
154,0.0,0.5
155,1.0,0.5
156,3.0,0.5
157,0.0,0.5
158,0.0,0.5
159,2.0,0.5
160,3.0,0.5
161,2.0,0.5
162,0.0,0.5
163,2.0,0.5
164,2.0,0.5
165,1.0,0.5
166,0.0,0.5
167,0.0,0.5
168,1.0,0.5
169,1.0,0.5
170,0.0,0.5
171,1.0,0.5
172,0.0,0.5
173,1.0,0.5
174,0.0,0.5
175,0.0,0.5
176,0.0,0.5
177,0.0,0.5
178,0.0,0.5
179,1.0,0.5
180,0.0,0.5
181,0.0,0.5
182,2.0,0.5
183,0.0,0.5
184,1.0,0.5
185,1.0,0.5
186,1.0,0.5
187,0.0,0.5
188,1.0,0.5
189,0.0,0.5
190,0.0,0.5
191,1.0,0.5
192,0.0,0.5
193,0.0,0.5
194,0.0,0.5
195,0.0,0.5
196,0.0,0.5
197,0.0,0.5
198,0.0,0.5
199,0.0,0.5
200,0.0,0.5
201,1.0,0.5
202,0.0,0.5
203,0.0,0.5
204,0.0,0.5
205,0.0,0.5
206,0.0,0.5
207,0.0,0.5
208,0.0,0.5
209,0.0,0.5
210,0.0,0.5
211,0.0,0.5
212,0.0,0.5
213,0.0,0.5
214,0.0,0.5
215,0.0,0.5
216,0.0,0.5
217,0.0,0.5
218,0.0,0.5
219,0.0,0.5
220,0.0,0.5
221,0.0,0.5
222,0.0,0.5
223,0.0,0.5
224,0.0,0.5
225,0.0,0.5
226,0.0,2.5
227,0.0,2.5
228,0.0,2.5
229,0.0,2.5
230,0.0,2.5
231,0.0,2.5
232,1.0,2.5
233,0.0,2.5
234,0.0,2.5
235,0.0,2.5
236,0.0,2.5
237,0.0,2.5
238,0.0,2.5
239,0.0,2.5
240,0.0,2.5
241,0.0,2.5
242,1.0,2.5
243,0.0,2.5
244,0.0,2.5
245,0.0,2.5
246,1.0,2.5
247,0.0,2.5
248,0.0,2.5
249,0.0,2.5
250,0.0,2.5
251,0.0,2.5
252,0.0,2.5
253,0.0,2.5
254,0.0,2.5
255,3.0,2.5
256,0.0,2.5
257,0.0,2.5
258,0.0,2.5
259,0.0,2.5
260,1.0,2.5
261,2.0,2.5
262,0.0,2.5
