day,cases,Rt
1,13.0,2.5
2,10.0,2.5
3,8.0,2.5
4,5.0,2.5
5,15.0,2.5
6,15.0,2.5
7,11.0,2.5
8,12.0,2.5
9,15.0,2.5
10,17.0,2.5
11,14.0,2.5
12,16.0,2.5
13,21.0,2.5
14,18.0,2.5
15,20.0,2.5
16,19.0,2.5
17,24.0,2.5
18,27.0,2.5
19,24.0,2.5
20,24.0,2.5
21,31.0,2.5
22,32.0,2.5
23,39.0,2.5
24,40.0,2.5
25,37.0,2.5
26,39.0,2.5
27,41.0,2.5
28,34.0,2.5
29,74.0,2.5
30,59.0,2.5
31,63.0,2.5
32,64.0,2.5
33,52.0,2.5
34,61.0,2.5
35,65.0,2.5
36,86.0,2.5
37,92.0,2.5
38,109.0,2.5
39,105.0,2.5
40,116.0,2.5
41,117.0,2.5
42,124.0,2.5
43,131.0,2.5
44,127.0,2.5
45,163.0,2.5
46,139.0,2.5
47,194.0,2.5
48,181.0,2.5
49,182.0,2.5
50,182.0,2.5
51,47.0,0.5
52,46.0,0.5
53,43.0,0.5
54,55.0,0.5
55,48.0,0.5
56,72.0,0.5
57,41.0,0.5
58,55.0,0.5
59,45.0,0.5
60,49.0,0.5
61,61.0,0.5
62,55.0,0.5
63,53.0,0.5
64,52.0,0.5
65,50.0,0.5
66,40.0,0.5
67,51.0,0.5
68,50.0,0.5
69,34.0,0.5
70,42.0,0.5
71,33.0,0.5
72,44.0,0.5
73,29.0,0.5
74,40.0,0.5
75,28.0,0.5
76,32.0,0.5
77,36.0,0.5
78,33.0,0.5
79,31.0,0.5
80,15.0,0.5
81,30.0,0.5
82,25.0,0.5
83,29.0,0.5
84,23.0,0.5
85,29.0,0.5
86,13.0,0.5
87,21.0,0.5
88,15.0,0.5
89,19.0,0.5
90,20.0,0.5
91,19.0,0.5
92,14.0,0.5
93,11.0,0.5
94,12.0,0.5
95,15.0,0.5
96,15.0,0.5
97,13.0,0.5
98,12.0,0.5
99,14.0,0.5
100,9.0,0.5
101,9.0,0.5
102,17.0,0.5
103,11.0,0.5
104,12.0,0.5
105,13.0,0.5
106,11.0,0.5
107,16.0,0.5
108,7.0,0.5
109,12.0,0.5
110,3.0,0.5
111,11.0,0.5
112,8.0,0.5
113,9.0,0.5
114,4.0,0.5
115,5.0,0.5
116,9.0,0.5
117,4.0,0.5
118,7.0,0.5
119,4.0,0.5
120,8.0,0.5
121,6.0,0.5
122,10.0,0.5
123,5.0,0.5
124,4.0,0.5
125,2.0,0.5
126,2.0,0.5
127,8.0,0.5
128,7.0,0.5
129,6.0,0.5
130,4.0,0.5
131,1.0,0.5
132,4.0,0.5
133,6.0,0.5
134,5.0,0.5
135,2.0,0.5
136,3.0,0.5
137,1.0,0.5
138,0.0,0.5
139,6.0,0.5
140,2.0,0.5
141,2.0,0.5
142,5.0,0.5
143,0.0,0.5
144,1.0,0.5
145,2.0,0.5
146,2.0,0.5
147,1.0,0.5
148,1.0,0.5
149,2.0,0.5
150,3.0,0.5
151,1.0,0.5
152,2.0,0.5
153,1.0,0.5
154,5.0,0.5
155,1.0,0.5
156,3.0,0.5
157,0.0,0.5
158,1.0,0.5
159,1.0,0.5
160,3.0,0.5
161,1.0,0.5
162,2.0,0.5
163,2.0,0.5
164,2.0,0.5
165,0.0,0.5
166,1.0,0.5
167,2.0,0.5
168,1.0,0.5
169,3.0,0.5
170,1.0,0.5
171,0.0,0.5
172,0.0,0.5
173,1.0,0.5
174,0.0,0.5
175,0.0,0.5
176,0.0,0.5
177,1.0,0.5
178,1.0,0.5
179,0.0,0.5
180,0.0,0.5
181,1.0,0.5
182,1.0,0.5
183,0.0,0.5
184,0.0,0.5
185,0.0,0.5
186,0.0,0.5
187,0.0,0.5
188,0.0,0.5
