"day","R_filt","R_filt_lower_bound","R_filt_upper_bound","R_smooth","R_smooth_lower_bound","R_smooth_upper_bound"
2,5.005,0.5,9.5,2.29854857519542,1.78,2.87
3,2.13267279127318,1.2,3.29,2.28854857519541,1.82,2.8
4,1.71223342533253,1.1,2.44,2.29808342421418,1.87,2.76
5,2.09013246339955,1.52,2.74,2.35982964668866,1.96,2.79
6,2.20241145054652,1.67,2.79,2.40314579489024,2.02,2.81
7,2.33608098120819,1.83,2.89,2.44438339955389,2.07,2.84
8,2.35479863488803,1.87,2.89,2.47173170992507,2.11,2.86
9,2.37457502054282,1.9,2.89,2.50383833765968,2.15,2.88
10,2.56818040943039,2.09,3.08,2.54150201749387,2.19,2.91
11,2.60036658444798,2.13,3.1,2.53746590756509,2.19,2.9
12,2.64587123561884,2.18,3.14,2.52236523318675,2.19,2.88
13,2.56967693662216,2.12,3.05,2.48781424976589,2.16,2.83
14,2.4678468590848,2.04,2.93,2.46510134853906,2.14,2.8
15,2.40725730663702,1.99,2.85,2.46761414656887,2.15,2.8
16,2.67550662992281,2.25,3.13,2.4920428415227,2.18,2.82
17,2.60022703532262,2.19,3.04,2.42832826812178,2.13,2.75
18,2.26823236585951,1.89,2.68,2.36682320675339,2.07,2.68
19,2.36648574214635,1.99,2.77,2.40870900030738,2.12,2.72
20,2.2675778657459,1.9,2.66,2.42956569970679,2.14,2.73
21,2.42788066374377,2.06,2.82,2.50257531360068,2.21,2.8
22,2.57103200657466,2.2,2.97,2.53967014566641,2.25,2.84
23,2.53005979814919,2.17,2.92,2.52846255591542,2.25,2.82
24,2.51008529829062,2.15,2.89,2.53111927446227,2.25,2.82
25,2.51803332011264,2.17,2.89,2.54506399014942,2.27,2.83
26,2.59348019991142,2.24,2.96,2.56254969220132,2.29,2.84
27,2.73621003613284,2.39,3.11,2.54913481995092,2.29,2.82
28,2.41327344632493,2.09,2.76,2.44684546908372,2.19,2.71
29,2.40450388195041,2.09,2.74,2.46981676993812,2.22,2.73
30,2.31990444855842,2.02,2.64,2.51326151344497,2.26,2.77
31,2.67289855154216,2.35,3.01,2.64081790197038,2.39,2.9
32,2.74521883841869,2.43,3.08,2.62253009654598,2.38,2.88
33,2.53172462817244,2.23,2.85,2.54005904231473,2.3,2.79
34,2.59193097216916,2.3,2.9,2.54941702465959,2.32,2.79
35,2.64628536296689,2.35,2.95,2.52040129424759,2.29,2.76
36,2.4727492725338,2.2,2.76,2.42364890709657,2.2,2.65
37,2.24813416079241,1.99,2.52,2.38618882938863,2.17,2.61
38,2.5583472894443,2.29,2.84,2.50932041109065,2.29,2.73
39,2.34689412751114,2.09,2.61,2.46784355603321,2.26,2.69
40,2.60343903803217,2.34,2.87,2.58612476873494,2.37,2.8
41,2.60224944486046,2.35,2.87,2.57214020267637,2.37,2.79
42,2.51564965968651,2.27,2.77,2.54408751252634,2.34,2.75
43,2.67160158808347,2.42,2.93,2.57817795056369,2.38,2.79
44,2.45184156939958,2.22,2.69,2.47512914362504,2.28,2.67
45,2.52439527093464,2.3,2.76,2.50605311216546,2.32,2.7
46,2.52148063254419,2.3,2.75,2.48639023445834,2.3,2.68
47,2.56360517948052,2.34,2.79,2.4436711163213,2.26,2.63
48,2.51639616151172,2.3,2.74,2.28164653468247,2.11,2.46
49,2.485587707545,2.28,2.7,1.94242925496318,1.79,2.1
50,1.25906449695832,1.12,1.41,1.05136808724097,0.94,1.17
51,0.755449810804683,0.65,0.87,0.691836459915655,0.61,0.78
52,0.605587341395434,0.51,0.7,0.582336902512683,0.5,0.67
53,0.568886031047085,0.48,0.66,0.544029022857457,0.47,0.62
54,0.518704122194146,0.43,0.61,0.501925712213098,0.43,0.58
55,0.447884064605437,0.37,0.53,0.473938927519966,0.41,0.55
56,0.53427481539743,0.45,0.63,0.525454325362302,0.45,0.6
57,0.544006434921127,0.46,0.64,0.512337264875503,0.44,0.59
58,0.444063311465343,0.37,0.53,0.455838334402865,0.39,0.53
59,0.450960571384247,0.37,0.54,0.481000255259176,0.41,0.56
60,0.532641273702265,0.45,0.63,0.538371186097211,0.46,0.62
61,0.559948975727321,0.47,0.66,0.551742708285137,0.48,0.63
62,0.528562168749706,0.44,0.62,0.540538266570879,0.46,0.62
63,0.592487227841829,0.5,0.69,0.564432279910423,0.49,0.65
64,0.5381859501294,0.45,0.64,0.52024366613332,0.44,0.6
65,0.521859245957421,0.43,0.62,0.493605210751477,0.42,0.57
66,0.443976769439246,0.36,0.53,0.450834620326398,0.38,0.53
67,0.395751980899578,0.32,0.48,0.464954358245372,0.39,0.54
68,0.593324337885555,0.49,0.7,0.573613820098207,0.49,0.66
69,0.563099974701746,0.47,0.67,0.547822063568994,0.47,0.64
70,0.562932169872029,0.46,0.67,0.528781490441394,0.45,0.62
71,0.495756527593037,0.4,0.6,0.48327370011689,0.4,0.57
72,0.469471538822423,0.38,0.57,0.469154470655795,0.39,0.55
73,0.444886406672645,0.35,0.54,0.472016497254036,0.39,0.56
74,0.513548321951554,0.41,0.62,0.51095397900076,0.43,0.6
75,0.507533331961515,0.41,0.62,0.510942347938066,0.43,0.6
76,0.515569921115074,0.41,0.63,0.518504863568382,0.43,0.61
77,0.530205157944123,0.43,0.64,0.525390454277054,0.44,0.62
78,0.50489606005018,0.4,0.62,0.523016829919408,0.43,0.62
79,0.556315248470683,0.45,0.68,0.547272753201575,0.46,0.65
80,0.583488626657106,0.47,0.71,0.540461481039722,0.45,0.64
81,0.533537913196161,0.42,0.65,0.496658000500876,0.41,0.59
82,0.451595130984321,0.35,0.56,0.460548713323275,0.37,0.55
83,0.457579683110649,0.35,0.57,0.473278836164922,0.39,0.57
84,0.499371270575734,0.39,0.62,0.492645977484459,0.4,0.59
85,0.520277015181573,0.41,0.65,0.489360176260269,0.4,0.59
86,0.456414146805055,0.35,0.58,0.462861577778452,0.37,0.56
87,0.441640186262298,0.33,0.56,0.472362960180413,0.38,0.57
88,0.486396657837161,0.37,0.61,0.50411619208075,0.41,0.61
89,0.588712076291768,0.46,0.73,0.523489283451826,0.42,0.63
90,0.480584933715789,0.36,0.61,0.470056016166131,0.38,0.57
91,0.452796688991288,0.34,0.58,0.464580645873948,0.37,0.57
92,0.457557812327533,0.34,0.59,0.477824011279685,0.38,0.58
93,0.468563270679235,0.35,0.6,0.497739641235118,0.4,0.61
94,0.509586630452047,0.38,0.65,0.524332091599039,0.42,0.64
95,0.529653344823863,0.4,0.67,0.539222996647416,0.43,0.66
96,0.564873386975076,0.43,0.72,0.549925549076838,0.44,0.67
97,0.567904750344685,0.43,0.72,0.542564453676886,0.43,0.66
98,0.521385166105902,0.39,0.67,0.528194866474737,0.42,0.65
99,0.531002278145156,0.39,0.68,0.536431682659311,0.42,0.66
100,0.530276001097897,0.39,0.69,0.543654477357544,0.43,0.67
101,0.552707217262732,0.41,0.71,0.556018547947037,0.44,0.68
102,0.558532878392825,0.41,0.72,0.561726198336205,0.44,0.69
103,0.618484254436078,0.46,0.79,0.567303044541576,0.45,0.7
104,0.582245137731694,0.43,0.75,0.539537777520172,0.42,0.67
105,0.566067068069893,0.41,0.74,0.517739669616757,0.4,0.64
