"day","R_filt","R_filt_lower_bound","R_filt_upper_bound","R_smooth","R_smooth_lower_bound","R_smooth_upper_bound"
2,5.005,0.5,9.5,2.46060810827277,1.92,3.05
3,1.55475248233548,0.77,2.56,2.45060810827278,1.97,2.97
4,2.02098540985208,1.35,2.8,2.49747353629752,2.05,2.97
5,2.55187412920066,1.91,3.26,2.54853801004402,2.13,2.99
6,2.46913322062741,1.9,3.09,2.55109251849271,2.16,2.97
7,2.56875277706308,2.03,3.15,2.56970193770594,2.19,2.97
8,2.59557529303442,2.08,3.15,2.57326655985828,2.21,2.96
9,2.45972857638751,1.98,2.98,2.57121779550846,2.21,2.95
10,2.39499020215642,1.93,2.89,2.60409856703828,2.25,2.98
11,2.80757845004698,2.33,3.32,2.66667633593225,2.32,3.03
12,2.83210274561927,2.36,3.34,2.62740088584625,2.29,2.98
13,2.64651740093736,2.2,3.13,2.56633268273224,2.24,2.91
14,2.7545457086331,2.31,3.23,2.54357024798864,2.22,2.88
15,2.80040614051839,2.36,3.27,2.47479601634751,2.16,2.8
16,2.28912707206393,1.89,2.71,2.36226083529692,2.06,2.68
17,2.15253007602898,1.78,2.55,2.39247250184878,2.09,2.71
18,2.40977863016825,2.03,2.82,2.48915745114802,2.19,2.8
19,2.51063846099566,2.13,2.92,2.52550939642034,2.23,2.83
20,2.66444212109395,2.28,3.08,2.53538289070831,2.25,2.84
21,2.5616158671762,2.19,2.96,2.481076207789,2.2,2.78
22,2.56502202982175,2.2,2.96,2.44736871928803,2.17,2.74
23,2.24739855727976,1.91,2.61,2.39446084725855,2.12,2.68
24,2.28698148765652,1.95,2.64,2.47081071742769,2.2,2.75
25,2.49811278380054,2.16,2.86,2.57032108312948,2.3,2.85
26,2.55397787812484,2.22,2.91,2.61332955247349,2.35,2.89
27,2.56313857010503,2.23,2.92,2.65048516943478,2.39,2.93
28,2.81570256210781,2.47,3.18,2.70541155344151,2.44,2.98
29,2.84441966352569,2.51,3.2,2.64096631465496,2.39,2.91
30,2.51072506669576,2.2,2.84,2.51481150961629,2.27,2.77
31,2.50862390768999,2.2,2.83,2.52082748945413,2.28,2.77
32,2.45964672858198,2.17,2.77,2.53262588630513,2.3,2.78
33,2.63514881216974,2.34,2.95,2.58913502853191,2.35,2.83
34,2.57487985710871,2.29,2.88,2.55724299869202,2.33,2.8
35,2.54898496093615,2.27,2.84,2.54646013699885,2.32,2.78
36,2.63916566840532,2.36,2.93,2.54763387728431,2.33,2.78
37,2.59986630000491,2.33,2.88,2.47094915223893,2.26,2.69
38,2.30663849874123,2.06,2.57,2.35645215678285,2.15,2.57
39,2.39857827442994,2.15,2.66,2.40724358204365,2.2,2.62
40,2.39961686541595,2.16,2.65,2.41916291384361,2.22,2.63
41,2.43020700865423,2.19,2.68,2.44287860212538,2.25,2.65
42,2.41535495551675,2.18,2.66,2.45998610978473,2.27,2.66
43,2.47771976274225,2.25,2.72,2.51425803858386,2.32,2.71
44,2.58727854083668,2.36,2.83,2.56112176421843,2.37,2.76
45,2.6106977292005,2.38,2.85,2.53163741013746,2.34,2.73
46,2.51009164069542,2.29,2.74,2.43122205506917,2.25,2.62
47,2.42342157150704,2.21,2.64,2.32597200152184,2.15,2.5
48,2.43491268874229,2.23,2.65,2.1884254103866,2.02,2.36
49,2.28018398597331,2.09,2.48,1.81394358201838,1.67,1.97
50,1.22767783505491,1.09,1.37,1.01470532990675,0.91,1.13
51,0.694059896472058,0.6,0.8,0.623069088988212,0.54,0.71
52,0.504717433724596,0.42,0.59,0.492551204874311,0.42,0.57
53,0.456626351368847,0.38,0.54,0.472992923562963,0.4,0.55
54,0.500897549542213,0.42,0.59,0.506738571936414,0.44,0.58
55,0.511783686922131,0.43,0.6,0.520940206903612,0.45,0.6
56,0.551337910881098,0.47,0.64,0.541606054367605,0.47,0.62
57,0.530770425974665,0.45,0.62,0.526117270790716,0.45,0.6
58,0.533514758420719,0.45,0.62,0.520389647767059,0.45,0.6
59,0.498393987800668,0.42,0.59,0.498545182542091,0.43,0.57
60,0.498579809913113,0.42,0.59,0.502061331892741,0.43,0.58
61,0.51812524214647,0.43,0.61,0.511704681017378,0.44,0.59
62,0.506788007126867,0.42,0.6,0.503317540634084,0.43,0.58
63,0.518448181878819,0.43,0.61,0.500390583241382,0.43,0.58
64,0.468919233625492,0.39,0.56,0.472157562128247,0.4,0.55
65,0.484013732119489,0.4,0.58,0.480918310760616,0.41,0.56
66,0.481989678701392,0.4,0.58,0.479052936502147,0.41,0.56
67,0.498412399858799,0.41,0.59,0.477572560317392,0.4,0.56
68,0.444690632435284,0.36,0.54,0.447979445895246,0.38,0.53
69,0.426060027372422,0.34,0.52,0.456296848963017,0.38,0.54
70,0.497398080198599,0.41,0.6,0.504400566964003,0.43,0.59
71,0.510842429792022,0.42,0.61,0.517716876899951,0.44,0.6
72,0.543342826046052,0.44,0.65,0.530639520398468,0.45,0.62
73,0.53266058071019,0.43,0.64,0.516556753444874,0.43,0.61
74,0.501392694979428,0.4,0.61,0.498361698805827,0.42,0.59
75,0.522042106219874,0.42,0.63,0.497732945863107,0.41,0.59
76,0.4777552431464,0.38,0.58,0.470347582239144,0.39,0.56
77,0.475564589470658,0.38,0.58,0.464546992391325,0.38,0.55
78,0.441631182074845,0.35,0.55,0.454683912473173,0.37,0.54
79,0.44341648117656,0.35,0.55,0.473237381587855,0.39,0.56
80,0.489915373013888,0.39,0.6,0.510368138019797,0.42,0.61
81,0.513922926213171,0.41,0.63,0.536250191462112,0.44,0.64
82,0.584660708325967,0.47,0.71,0.563575617864648,0.47,0.67
83,0.54423197249418,0.43,0.67,0.54493592225915,0.45,0.65
84,0.524154478580741,0.41,0.65,0.549037857062167,0.45,0.65
85,0.565107417315121,0.45,0.7,0.577118869266103,0.48,0.68
86,0.618563454976949,0.49,0.76,0.592130622951246,0.49,0.7
87,0.604032547352921,0.48,0.74,0.570655537219695,0.47,0.68
88,0.617779205875035,0.49,0.76,0.543454146938396,0.44,0.65
89,0.509728706727111,0.39,0.64,0.480543734441764,0.39,0.58
90,0.446529900750866,0.33,0.57,0.458529424590298,0.37,0.56
91,0.490037062064549,0.37,0.62,0.472228677472573,0.38,0.58
92,0.485926957740993,0.37,0.62,0.460757748610198,0.37,0.56
93,0.466643357410615,0.35,0.6,0.44364763269113,0.35,0.55
94,0.450581931540795,0.33,0.58,0.428789292966921,0.34,0.53
95,0.383145223054744,0.27,0.51,0.415339261854432,0.32,0.52
96,0.430983484461705,0.31,0.56,0.443345959366612,0.35,0.55
97,0.412110080794982,0.3,0.54,0.456124474651575,0.36,0.57
