"day","R_filt","R_filt_lower_bound","R_filt_upper_bound","R_smooth","R_smooth_lower_bound","R_smooth_upper_bound"
2,5.005,0.5,9.5,2.97008727142985,2.38,3.61
3,4.34271728476001,2.94,5.97,2.96008727142985,2.43,3.52
4,3.08883017686032,2.23,4.06,2.89178949897269,2.42,3.4
5,3.37903771655347,2.63,4.21,2.87464969081413,2.43,3.34
6,3.13638491280424,2.49,3.84,2.80441139127377,2.39,3.24
7,3.11793076130218,2.52,3.76,2.74678763470776,2.36,3.16
8,3.08450425118115,2.52,3.69,2.66999182693578,2.3,3.06
9,2.73783951324123,2.23,3.28,2.57280033462408,2.22,2.95
10,2.58371234992488,2.11,3.09,2.53261130116001,2.19,2.9
11,2.55710774917742,2.1,3.05,2.52135113833821,2.19,2.87
12,2.46014253814741,2.02,2.93,2.51376111587313,2.19,2.86
13,2.58182635269555,2.15,3.05,2.53460061900702,2.21,2.87
14,2.67455508836838,2.24,3.13,2.52174644533685,2.21,2.85
15,2.58348364228473,2.17,3.03,2.47007715178213,2.16,2.79
16,2.52257845259384,2.12,2.95,2.43110804794987,2.13,2.75
17,2.50460851269091,2.11,2.92,2.39893722992181,2.11,2.71
18,2.48876795115037,2.1,2.9,2.35948318919511,2.07,2.66
19,2.26801821247644,1.91,2.65,2.3082733865914,2.03,2.6
20,2.4042433720156,2.04,2.79,2.32932381612695,2.06,2.62
21,2.35905150693867,2.01,2.73,2.29822276401746,2.03,2.58
22,2.14068992074901,1.81,2.49,2.27255849796161,2.01,2.55
23,2.2500839629576,1.92,2.6,2.34136076780569,2.08,2.62
24,2.38320528879114,2.05,2.74,2.39227573273801,2.13,2.66
25,2.25552207622489,1.93,2.6,2.40061993643467,2.14,2.67
26,2.40686114487524,2.08,2.75,2.48506280430584,2.23,2.75
27,2.44515048655321,2.12,2.79,2.5339747726452,2.28,2.8
28,2.65262844475725,2.32,3,2.59088520834426,2.34,2.86
29,2.63302785986633,2.31,2.97,2.55564420831693,2.31,2.82
30,2.56844982143391,2.26,2.9,2.50897953929706,2.27,2.76
31,2.3180100715626,2.03,2.63,2.47239962925305,2.23,2.72
32,2.45619035394408,2.16,2.76,2.58368066125326,2.34,2.83
33,2.72191381736269,2.42,3.04,2.68071611242866,2.44,2.93
34,2.68596178164618,2.39,2.99,2.65237005237561,2.42,2.9
35,2.64622397498466,2.36,2.95,2.62882792069183,2.4,2.87
36,2.51877196316703,2.25,2.8,2.61760466930414,2.39,2.85
37,2.79899441404117,2.52,3.09,2.70702933350113,2.48,2.94
38,2.71709334676495,2.45,3,2.62608936363131,2.41,2.85
39,2.57367847369905,2.32,2.84,2.54216818035061,2.33,2.76
40,2.57535811572149,2.32,2.84,2.51377379693993,2.31,2.72
41,2.47287058404042,2.23,2.72,2.45204555065989,2.26,2.66
42,2.38810071156248,2.16,2.63,2.4322056505383,2.24,2.63
43,2.41945128960506,2.19,2.66,2.48661430531601,2.3,2.68
44,2.61859948876612,2.39,2.86,2.57148521800391,2.38,2.77
45,2.53008836635131,2.31,2.76,2.51453640462605,2.33,2.71
46,2.52109996995033,2.3,2.75,2.49691087663076,2.32,2.68
