"day","R_filt","R_filt_lower_bound","R_filt_upper_bound","R_smooth","R_smooth_lower_bound","R_smooth_upper_bound"
2,5.005,0.5,9.5,2.87229334673267,2.28,3.51
3,1.56538434982791,0.78,2.57,2.86229334673267,2.34,3.43
4,2.83072661837804,2.02,3.75,2.92897804059805,2.45,3.44
5,2.8880134255645,2.2,3.65,2.94147586974044,2.49,3.42
6,3.09820332126844,2.46,3.8,2.9522699766017,2.53,3.4
7,2.94577516400895,2.36,3.58,2.92853905534378,2.52,3.36
8,2.79517961854308,2.26,3.38,2.92812281223438,2.53,3.34
9,2.90827061489162,2.38,3.47,2.96329285993759,2.58,3.37
10,3.10692468459191,2.58,3.67,2.98116726306823,2.61,3.38
11,3.01983541455885,2.52,3.56,2.94879903250392,2.58,3.33
12,3.33291912998088,2.82,3.88,2.93083591121578,2.58,3.3
13,3.00142082702808,2.52,3.51,2.8062589644277,2.46,3.17
14,2.78538426201656,2.34,3.26,2.74514908176797,2.41,3.09
15,2.76081292530577,2.33,3.22,2.73449639571889,2.41,3.07
16,2.6792290893881,2.26,3.12,2.7281471106688,2.41,3.06
17,2.80681228992324,2.39,3.25,2.75062349668885,2.44,3.08
18,2.78041184017706,2.38,3.21,2.73081881876289,2.43,3.05
19,2.94099508227624,2.54,3.37,2.71277029085131,2.42,3.02
20,2.84697237695265,2.46,3.26,2.61282319644426,2.33,2.91
21,2.71501478634001,2.34,3.11,2.50607256738636,2.23,2.79
22,2.28860518504269,1.95,2.65,2.40692683925457,2.14,2.69
23,2.50451068553612,2.16,2.87,2.47088120327886,2.21,2.75
24,2.3425904627821,2.02,2.69,2.45591289310418,2.2,2.73
25,2.40754101607101,2.09,2.75,2.52386491306667,2.27,2.79
26,2.57958552817075,2.25,2.92,2.59682436440565,2.34,2.86
27,2.75482935840191,2.43,3.1,2.61096494362655,2.36,2.87
28,2.60665266681097,2.29,2.94,2.52095202680254,2.28,2.78
29,2.50819537040693,2.21,2.83,2.46671001953426,2.23,2.71
30,2.50419162541331,2.21,2.82,2.44095680250644,2.21,2.68
31,2.40247096468589,2.12,2.7,2.39789965936711,2.17,2.63
32,2.35248895054907,2.08,2.64,2.39769694530182,2.18,2.63
33,2.40020709217736,2.13,2.68,2.43723797312524,2.22,2.67
34,2.44539310488409,2.18,2.73,2.47158375897651,2.25,2.7
35,2.55991722205461,2.29,2.84,2.49778914040874,2.28,2.72
36,2.43358520921443,2.18,2.7,2.44431480319644,2.24,2.66
37,2.50757464277477,2.25,2.77,2.45777919727351,2.25,2.67
38,2.39401093118201,2.15,2.65,2.41152534198639,2.21,2.62
39,2.46548347159605,2.22,2.72,2.43293616369949,2.24,2.64
40,2.32683490468159,2.1,2.57,2.40084829629952,2.21,2.6
41,2.46510626056947,2.23,2.71,2.48788395684664,2.29,2.69
42,2.48843755493792,2.26,2.73,2.51805109181629,2.33,2.72
43,2.59690669186819,2.37,2.83,2.55788600272488,2.37,2.75
44,2.46686241773022,2.25,2.69,2.51056036027895,2.33,2.7
45,2.66169714245366,2.44,2.89,2.5728959463666,2.39,2.76
46,2.44035793091283,2.23,2.65,2.44989985155786,2.28,2.63
47,2.59365811603254,2.39,2.81,2.4673129635872,2.29,2.65
48,2.46563508295316,2.27,2.67,2.27219735816351,2.11,2.44
49,2.43490051126398,2.24,2.63,1.95271677330765,1.8,2.11
50,1.2042516028125,1.08,1.34,1.03145898190715,0.93,1.14
51,0.754716282206561,0.66,0.86,0.683165898569291,0.6,0.77
52,0.558667432645281,0.48,0.65,0.538828111847353,0.47,0.61
53,0.52126466598852,0.44,0.61,0.501128263107638,0.43,0.57
54,0.438005699046605,0.37,0.52,0.462263600543356,0.4,0.53
55,0.52479033549747,0.45,0.61,0.516148461830903,0.45,0.59
56,0.489464261915583,0.41,0.57,0.501189726026589,0.43,0.57
57,0.526911319365017,0.45,0.61,0.529248461861259,0.46,0.6
58,0.53853291351405,0.46,0.62,0.537383624779651,0.47,0.61
59,0.563318414287047,0.48,0.65,0.538197796744085,0.47,0.61
60,0.497145991295311,0.42,0.58,0.488728019924572,0.42,0.56
61,0.468211826347825,0.39,0.55,0.474526767225427,0.41,0.55
62,0.497565031798867,0.42,0.58,0.490441109748978,0.42,0.56
63,0.460768516743413,0.38,0.54,0.479690864870048,0.41,0.55
64,0.511065580042151,0.43,0.6,0.519097221478132,0.45,0.6
65,0.529651399824286,0.44,0.62,0.537210466523666,0.46,0.62
66,0.565654829496645,0.48,0.66,0.554164106123924,0.48,0.64
67,0.534646015732259,0.45,0.63,0.536961873563954,0.46,0.62
68,0.541170592973016,0.45,0.64,0.544230385663899,0.47,0.63
69,0.58654905219867,0.49,0.69,0.552638126848703,0.47,0.64
70,0.487085000997035,0.4,0.58,0.499791892006186,0.42,0.58
71,0.528097911756624,0.44,0.63,0.523572417278374,0.45,0.61
72,0.523362132606943,0.43,0.62,0.51977314403327,0.44,0.6
73,0.532755049912805,0.44,0.63,0.517566434440504,0.44,0.6
74,0.499886894545491,0.41,0.6,0.498230369043643,0.42,0.58
75,0.489487955665174,0.4,0.59,0.499098215690451,0.42,0.58
76,0.509940005326432,0.41,0.61,0.515934338446648,0.43,0.6
77,0.522278536400974,0.42,0.63,0.52744079345892,0.44,0.62
78,0.523561759327178,0.42,0.63,0.537636723823554,0.45,0.63
79,0.550855272645161,0.45,0.66,0.559293356298913,0.47,0.65
80,0.598945496683379,0.49,0.72,0.573318408588663,0.48,0.67
81,0.542564185967953,0.44,0.66,0.544827060325729,0.46,0.64
82,0.552139351432334,0.44,0.67,0.550895479109238,0.46,0.65
83,0.558621750545071,0.45,0.68,0.552752742450838,0.46,0.65
84,0.563423575180243,0.45,0.68,0.549319010033553,0.46,0.65
85,0.576221555655754,0.46,0.7,0.536777652574565,0.45,0.63
86,0.509295514363056,0.4,0.63,0.496735461252983,0.41,0.59
87,0.484890691234722,0.38,0.6,0.486581315140877,0.4,0.58
88,0.461676618162064,0.36,0.58,0.491724988434637,0.4,0.59
89,0.577932623230031,0.46,0.71,0.525940777261601,0.43,0.63
90,0.515760138466012,0.4,0.64,0.477351164659183,0.39,0.57
91,0.429569219804696,0.33,0.55,0.443256281897447,0.36,0.54
92,0.445285071571902,0.34,0.56,0.45972788733079,0.37,0.56
93,0.483955553293739,0.37,0.61,0.476612402997761,0.38,0.58
94,0.469062233945565,0.36,0.59,0.473371651822591,0.38,0.57
95,0.44651969379162,0.34,0.57,0.480635127936493,0.39,0.58
96,0.525801799979459,0.4,0.66,0.513576616179752,0.41,0.62
97,0.507512628517891,0.39,0.64,0.506768004646983,0.41,0.62
98,0.431100406229891,0.32,0.56,0.509655230076977,0.41,0.62
99,0.562495496728982,0.43,0.71,0.57579801864003,0.47,0.69
100,0.571164441291707,0.44,0.72,0.589702275095084,0.48,0.71
101,0.612823543366922,0.47,0.77,0.607241427429279,0.49,0.73
102,0.661367593833425,0.51,0.83,0.606642529421458,0.49,0.73
103,0.615023681479075,0.47,0.78,0.571030658958713,0.46,0.69
104,0.624549665135109,0.48,0.79,0.54398693050264,0.43,0.67
105,0.503624940970836,0.37,0.65,0.493072246016588,0.39,0.61
106,0.466140181492654,0.34,0.61,0.48963076297438,0.38,0.61
107,0.526630319110764,0.39,0.68,0.50851289963739,0.4,0.63
108,0.492521058232019,0.36,0.65,0.500426237279984,0.39,0.62
109,0.46121468286174,0.33,0.61,0.508998726860861,0.4,0.63
110,0.530171286558779,0.39,0.69,0.542137456120716,0.43,0.67
111,0.565228015329921,0.41,0.73,0.553057812884457,0.43,0.68
112,0.561419554708903,0.41,0.73,0.549476664602421,0.43,0.68
113,0.530891176390257,0.38,0.7,0.546240137996005,0.42,0.68
114,0.480901273377794,0.34,0.64,0.558549243871153,0.43,0.69
115,0.583105425409667,0.42,0.76,0.605119642467794,0.48,0.75
116,0.621893855584562,0.46,0.81,0.620874024235525,0.49,0.77
117,0.694425520291469,0.52,0.89,0.624003764571434,0.49,0.77
118,0.614446179517039,0.44,0.81,0.591323144162637,0.46,0.74
119,0.52440265377771,0.37,0.71,0.583454097013897,0.45,0.73
120,0.653447002586742,0.48,0.85,0.615969856888233,0.48,0.77
121,0.645497871737744,0.47,0.85,0.601372670611802,0.47,0.75
122,0.646308247373472,0.47,0.85,0.584141919615579,0.45,0.73
123,0.587276881252938,0.41,0.79,0.559132209649491,0.43,0.71
124,0.595437516613283,0.42,0.8,0.550116194814036,0.42,0.7
125,0.561206803455825,0.39,0.76,0.53370596195032,0.4,0.68
126,0.51855483933481,0.35,0.71,0.525448598184373,0.39,0.67
127,0.563269784370946,0.39,0.76,0.532099175843045,0.4,0.68
128,0.505377065308034,0.34,0.7,0.522639389814053,0.39,0.67
129,0.516915720034985,0.35,0.71,0.533537274046051,0.4,0.69
130,0.555060963803348,0.38,0.76,0.544129381240721,0.41,0.7
131,0.58871923843349,0.4,0.8,0.543501480178854,0.4,0.7
132,0.54246729650943,0.36,0.75,0.529483549733596,0.39,0.69
133,0.485997187949297,0.31,0.69,0.528318937339083,0.39,0.69
134,0.556029743611467,0.37,0.77,0.547945267252391,0.4,0.71
135,0.559607626237063,0.37,0.78,0.548765642875793,0.4,0.71
136,0.56761412043282,0.38,0.79,0.548635642029888,0.4,0.71
137,0.60712323378715,0.41,0.84,0.545686941214042,0.4,0.71
138,0.585023850996766,0.39,0.81,0.528175166508534,0.38,0.69
139,0.572658523185406,0.37,0.8,0.512871072348687,0.37,0.68
140,0.537237215801543,0.34,0.76,0.49712801301199,0.35,0.66
141,0.450274983137228,0.27,0.66,0.488173269901623,0.34,0.65
142,0.482631161999148,0.3,0.7,0.503773802530818,0.36,0.67
143,0.543634080848157,0.35,0.77,0.514272249493351,0.36,0.68
144,0.531649566458307,0.33,0.76,0.509111386499826,0.36,0.68
145,0.526513338419703,0.33,0.76,0.506252354470714,0.35,0.68
146,0.457407259110879,0.27,0.68,0.504238002502748,0.35,0.68
147,0.580143725641438,0.37,0.83,0.521464142621179,0.36,0.7
148,0.543030798400598,0.33,0.79,0.508701400470601,0.35,0.69
149,0.479487157859392,0.28,0.72,0.503219361334678,0.34,0.68
150,0.543605728161082,0.33,0.79,0.513430819160621,0.35,0.7
151,0.52447254824662,0.31,0.77,0.509402853084312,0.35,0.69
152,0.589611947605983,0.37,0.85,0.509457021831275,0.35,0.69
153,0.56965704102377,0.35,0.83,0.493212708683608,0.33,0.68
154,0.474127505959077,0.27,0.72,0.478643048222749,0.32,0.67
155,0.438933928813669,0.24,0.68,0.483636782506236,0.32,0.67
