"day","R_filt","R_filt_lower_bound","R_filt_upper_bound","R_smooth","R_smooth_lower_bound","R_smooth_upper_bound"
2,5.005,0.5,9.5,2.26544451590381,1.75,2.83
3,1.94721924001326,1.06,3.06,2.25544451590381,1.79,2.76
4,2.01873732154485,1.35,2.8,2.27262807926656,1.85,2.73
5,2.2858612864104,1.68,2.96,2.3008766652153,1.9,2.73
6,2.07036264320768,1.55,2.65,2.30614909768448,1.93,2.71
7,2.00784975826345,1.53,2.53,2.35328100661447,1.99,2.74
8,2.35113073718889,1.87,2.88,2.43209904543365,2.08,2.81
9,2.59334518671237,2.1,3.12,2.45561920696782,2.11,2.83
10,2.58990328473481,2.11,3.11,2.4222983078541,2.08,2.78
11,2.54744864599323,2.08,3.05,2.37877300460692,2.05,2.73
12,2.34258185795487,1.9,2.82,2.33291827832889,2.01,2.68
13,2.2492325713037,1.83,2.7,2.3334257316663,2.01,2.67
14,2.20484226301704,1.8,2.64,2.36371552494217,2.05,2.7
15,2.28131530401801,1.88,2.72,2.42035671995681,2.11,2.75
16,2.40786220897563,2,2.84,2.47271912816862,2.16,2.8
17,2.43060238080463,2.03,2.86,2.50000865469335,2.19,2.82
18,2.58367994192362,2.18,3.02,2.52981434569499,2.22,2.85
19,2.39475496120844,2.01,2.81,2.51213656992145,2.21,2.83
20,2.62579735006943,2.23,3.05,2.56300079547352,2.26,2.88
21,2.61245193025196,2.22,3.03,2.53991686292262,2.25,2.85
22,2.54877718764895,2.17,2.95,2.51167222408762,2.23,2.81
23,2.55679561022139,2.19,2.95,2.49828422649373,2.22,2.79
24,2.48311494654081,2.12,2.86,2.47408454708676,2.2,2.76
25,2.45703982969669,2.11,2.83,2.47304675422891,2.2,2.76
26,2.38307488706721,2.05,2.74,2.48466193765926,2.22,2.76
27,2.5500099068389,2.21,2.91,2.54248762306639,2.28,2.82
28,2.6414932196702,2.3,3,2.54165343082023,2.28,2.81
29,2.51604329392694,2.19,2.86,2.48678274415624,2.23,2.75
30,2.45693475319585,2.14,2.79,2.47244215360476,2.22,2.73
31,2.47912140121895,2.17,2.81,2.48557809519514,2.24,2.74
32,2.39604738872813,2.1,2.71,2.49318435530576,2.25,2.74
33,2.5771431450512,2.27,2.9,2.56338532289381,2.32,2.81
34,2.49877320051576,2.21,2.81,2.55680402243493,2.32,2.8
35,2.61628844192945,2.32,2.92,2.60360581348979,2.37,2.85
36,2.60175848599266,2.32,2.9,2.59698252992154,2.37,2.84
37,2.60919815890803,2.33,2.9,2.59637563982763,2.37,2.83
38,2.56439305576026,2.29,2.85,2.58872540015065,2.37,2.82
39,2.49103552698831,2.23,2.77,2.61366832506918,2.4,2.84
40,2.87437982843745,2.6,3.16,2.7312031148821,2.51,2.96
41,2.62646302148576,2.37,2.9,2.59434720850884,2.39,2.81
