"day","R_filt","R_filt_lower_bound","R_filt_upper_bound","R_smooth","R_smooth_lower_bound","R_smooth_upper_bound"
2,5.005,0.5,9.5,2.64275497220959,2.09,3.25
3,2.67561645438501,1.62,3.95,2.63275497220959,2.14,3.17
4,2.432078411835,1.7,3.28,2.63212163952867,2.18,3.12
5,2.44439074262761,1.82,3.14,2.65533746183889,2.23,3.11
6,2.4655160091436,1.91,3.08,2.69028542673521,2.29,3.12
7,2.66231249116108,2.12,3.25,2.73684086306164,2.35,3.15
8,2.82752898345362,2.3,3.39,2.75714448874794,2.38,3.15
9,2.89414849631259,2.38,3.44,2.74264011612285,2.38,3.13
10,2.88894796665908,2.39,3.42,2.70442081910453,2.35,3.08
11,2.73195843231903,2.26,3.24,2.65401172843887,2.31,3.02
12,2.56573536924905,2.12,3.04,2.63349507300588,2.3,2.99
13,2.60332699409764,2.17,3.07,2.65877450602718,2.33,3.01
14,2.85308279406738,2.41,3.33,2.68118265294407,2.36,3.02
15,2.64936265577433,2.23,3.1,2.62243362133749,2.31,2.95
16,2.70995064647542,2.29,3.15,2.61574524008657,2.31,2.94
17,2.6186321235813,2.22,3.05,2.58213278401846,2.28,2.9
18,2.66340891035719,2.27,3.08,2.57057168052034,2.27,2.88
19,2.56604702307075,2.18,2.97,2.53411140004223,2.25,2.84
20,2.65780583889793,2.28,3.06,2.52320571815224,2.24,2.82
21,2.47080107338724,2.11,2.85,2.46348825864127,2.19,2.75
22,2.41279491699203,2.07,2.78,2.46331432961524,2.19,2.75
23,2.31973351283164,1.99,2.67,2.49251822758422,2.23,2.77
24,2.54937670232921,2.21,2.91,2.58829401261741,2.32,2.87
25,2.68015465180553,2.34,3.04,2.61355850392826,2.35,2.89
26,2.66119145454427,2.33,3.01,2.57808036108533,2.32,2.85
27,2.56583255670541,2.24,2.91,2.53120742769812,2.28,2.79
28,2.68469972464302,2.36,3.02,2.51278858639507,2.27,2.77
29,2.45816805404718,2.15,2.78,2.40322993112435,2.17,2.65
30,2.23354970933398,1.95,2.53,2.36901767707997,2.14,2.61
31,2.56648443172455,2.27,2.88,2.46920940765915,2.24,2.71
32,2.39195239088263,2.11,2.69,2.39924269238919,2.18,2.63
33,2.31741361226722,2.05,2.6,2.40825180321097,2.19,2.64
34,2.31706433758969,2.05,2.59,2.48580023664086,2.27,2.71
35,2.69864232881268,2.42,2.99,2.63316567772795,2.41,2.86
36,2.60559094948986,2.34,2.89,2.57800886081293,2.36,2.8
37,2.614038453022,2.35,2.89,2.55569678648136,2.34,2.78
38,2.59175829417895,2.33,2.86,2.50249997799686,2.3,2.72
39,2.38908187634453,2.15,2.64,2.41543010648344,2.22,2.62
40,2.34845777356572,2.11,2.59,2.4465273698054,2.25,2.65
41,2.5752210213309,2.34,2.83,2.55826971884305,2.36,2.76
42,2.55053279230247,2.32,2.79,2.54182107031256,2.35,2.74
43,2.63779329940944,2.41,2.88,2.53444850324346,2.34,2.73
44,2.41909535115595,2.2,2.64,2.40584874591469,2.22,2.59
45,2.39630272130503,2.19,2.62,2.39135270611069,2.21,2.57
46,2.35628553145714,2.15,2.57,2.38762540747292,2.21,2.57
47,2.47813783340084,2.27,2.69,2.43666880140796,2.26,2.61
48,2.51458171465675,2.31,2.72,2.37615460474121,2.21,2.55
49,2.70260978142217,2.5,2.91,2.15461827919623,2,2.32
50,1.34704451147581,1.21,1.49,1.13553106291406,1.03,1.25
51,0.813828438941195,0.71,0.92,0.716145392925894,0.63,0.81
52,0.534134557193683,0.45,0.62,0.518928806978212,0.45,0.59
53,0.511604849125588,0.43,0.6,0.491164345325944,0.42,0.56
54,0.450639207531759,0.38,0.53,0.452485094814603,0.39,0.52
55,0.45917082617576,0.39,0.54,0.459533383189087,0.39,0.53
56,0.445941924119817,0.37,0.52,0.463500590941205,0.4,0.53
57,0.519705932096021,0.44,0.6,0.503173883730587,0.44,0.58
58,0.475536271421556,0.4,0.56,0.471870892019424,0.41,0.54
59,0.461878671120582,0.39,0.54,0.467441737335697,0.4,0.54
60,0.489339884193823,0.41,0.57,0.482043099783903,0.41,0.55
61,0.467134852106066,0.39,0.55,0.470593509037441,0.4,0.54
