"day","R_filt","R_filt_lower_bound","R_filt_upper_bound","R_smooth","R_smooth_lower_bound","R_smooth_upper_bound"
2,5.005,0.5,9.5,2.52113466154687,1.98,3.11
3,2.70070274515898,1.63,3.99,2.51113466154688,2.03,3.03
4,2.65933366660561,1.88,3.55,2.50295643498599,2.06,2.97
5,2.80687328516483,2.13,3.55,2.48939646716674,2.08,2.92
6,2.78532986611145,2.19,3.44,2.4450090415734,2.06,2.85
7,2.6378825532215,2.09,3.23,2.38432618716916,2.02,2.77
8,2.37577884873221,1.89,2.91,2.33226513061215,1.98,2.7
9,2.12003011399797,1.67,2.61,2.32502383304363,1.98,2.69
10,2.19229602883067,1.76,2.66,2.38264873303147,2.05,2.74
11,2.21049078676376,1.78,2.67,2.44096739063028,2.11,2.79
12,2.5657475057043,2.12,3.04,2.51509934272786,2.19,2.86
13,2.51361414039607,2.08,2.98,2.50220904359079,2.18,2.84
14,2.66796114618412,2.23,3.14,2.5018929488251,2.18,2.84
15,2.36674654995133,1.96,2.81,2.44791548826421,2.14,2.78
16,2.54506648204918,2.13,2.99,2.48012302390688,2.17,2.8
17,2.51506231067586,2.11,2.95,2.45940767167389,2.16,2.78
18,2.37114808193464,1.98,2.78,2.44138347521403,2.14,2.75
19,2.29951040670285,1.93,2.7,2.47296546508959,2.18,2.78
20,2.39059449237013,2.02,2.79,2.54902093982313,2.26,2.86
21,2.70966509458844,2.32,3.12,2.62202870115087,2.33,2.93
22,2.67379174089677,2.29,3.08,2.58529503168136,2.3,2.88
23,2.63355542306905,2.26,3.03,2.54696433518306,2.27,2.84
24,2.56591427955566,2.21,2.95,2.50806764129878,2.23,2.79
25,2.40443856513644,2.06,2.77,2.48207473013706,2.21,2.76
26,2.48095503919619,2.14,2.84,2.52658289373742,2.26,2.8
27,2.41391972268392,2.09,2.76,2.55537348154187,2.29,2.83
28,2.59540197305951,2.26,2.94,2.64093081878572,2.38,2.91
29,2.63685120889304,2.31,2.98,2.67201522699715,2.41,2.94
30,2.72917671913106,2.4,3.07,2.69762568932298,2.44,2.96
31,2.79429776909292,2.47,3.13,2.68017667105916,2.43,2.94
32,2.59605403696043,2.29,2.92,2.60519913048572,2.36,2.86
33,2.55583600282401,2.26,2.87,2.61504287844355,2.38,2.86
34,2.65824291121734,2.36,2.97,2.66273706070228,2.43,2.91
35,2.82240840350599,2.53,3.13,2.66956712978108,2.44,2.91
36,2.54919967935527,2.27,2.84,2.54681601068722,2.32,2.78
37,2.54824715290997,2.28,2.83,2.54802956269991,2.33,2.77
38,2.64001657573663,2.37,2.92,2.55109086959953,2.34,2.77
39,2.43279272705021,2.18,2.7,2.46990086573262,2.26,2.68
40,2.60604878018835,2.35,2.87,2.51002522905727,2.31,2.72
41,2.46621496028679,2.22,2.72,2.4129843744247,2.22,2.62
42,2.31652819926948,2.09,2.56,2.3579594896854,2.17,2.56
43,2.41007058441935,2.18,2.65,2.40861098954012,2.22,2.6
44,2.37252507968121,2.15,2.6,2.41007014147076,2.22,2.6
45,2.4404407719346,2.22,2.67,2.46037170287642,2.28,2.65
46,2.49021119079016,2.27,2.72,2.48971053897172,2.31,2.68
47,2.61469798158796,2.4,2.84,2.49222485943123,2.31,2.68
48,2.57852870748608,2.37,2.8,2.31866985069794,2.15,2.49
49,2.42086876086443,2.22,2.63,1.92390019171824,1.77,2.08
50,1.25356571209842,1.12,1.4,1.07067299584903,0.96,1.18
51,0.841691151307484,0.73,0.96,0.74176415184,0.65,0.84
52,0.610763599228607,0.52,0.71,0.558054492590327,0.48,0.64
53,0.445288620105503,0.37,0.53,0.46027540674429,0.39,0.53
54,0.488345665228067,0.41,0.57,0.492084261259264,0.42,0.57
55,0.502904719447515,0.42,0.59,0.502400064220919,0.43,0.58
56,0.501173563357152,0.42,0.59,0.504632869754361,0.43,0.58
57,0.538147746293734,0.45,0.63,0.514572965195522,0.44,0.59
58,0.472337106596117,0.39,0.56,0.471657702268752,0.4,0.54
59,0.45995932708598,0.38,0.54,0.473566227219896,0.41,0.55
60,0.494364629563567,0.41,0.58,0.50258823870362,0.43,0.58
61,0.504271167822721,0.42,0.59,0.521076534171757,0.45,0.6
62,0.584627251277351,0.49,0.68,0.554925454956216,0.48,0.64
63,0.506860206134907,0.42,0.6,0.504642049121918,0.43,0.58
64,0.517309490883607,0.43,0.61,0.503953689567441,0.43,0.58
65,0.472976297431651,0.39,0.56,0.484170910996495,0.41,0.56
66,0.508950303980267,0.42,0.6,0.50620418662691,0.43,0.59
67,0.521909284508168,0.43,0.62,0.504981421965774,0.43,0.59
68,0.461750166591846,0.38,0.55,0.4812172532473,0.41,0.56
69,0.520396800705131,0.43,0.62,0.51472275274903,0.44,0.6
70,0.529115903408924,0.43,0.63,0.509452209824298,0.43,0.59
71,0.495939996213071,0.4,0.6,0.483733831356161,0.41,0.57
72,0.478519767847341,0.39,0.58,0.469442162663963,0.39,0.55
73,0.474161949933698,0.38,0.58,0.460023759762033,0.38,0.54
74,0.44494994091657,0.35,0.54,0.44405659934249,0.37,0.53
75,0.433901895202118,0.34,0.53,0.446170154082254,0.37,0.53
76,0.454449454888697,0.36,0.56,0.465265668409121,0.39,0.55
77,0.457720804351509,0.36,0.56,0.482093909645072,0.4,0.57
78,0.545674274168199,0.44,0.66,0.515056374322831,0.43,0.61
79,0.47824953747712,0.38,0.59,0.482187230076405,0.4,0.57
80,0.456117488214066,0.36,0.57,0.490077134979083,0.4,0.58
81,0.491760281564531,0.39,0.61,0.531514336644249,0.44,0.63
82,0.548402305768806,0.44,0.67,0.578159907289364,0.48,0.68
83,0.617683705481193,0.5,0.75,0.613042866525289,0.51,0.72
84,0.655845021155187,0.53,0.79,0.611637418162729,0.51,0.72
85,0.535111834537862,0.42,0.66,0.570685744911504,0.47,0.68
86,0.58621489766566,0.46,0.72,0.60893683993224,0.51,0.72
87,0.677098321273623,0.54,0.82,0.634055284629335,0.53,0.75
88,0.627563354898082,0.5,0.77,0.597372178955852,0.49,0.71
89,0.5995193678797,0.47,0.74,0.573343107684234,0.47,0.68
90,0.581700821952695,0.45,0.72,0.553501776929221,0.45,0.66
91,0.533608763190506,0.41,0.67,0.532408738455309,0.43,0.64
92,0.514566660106685,0.39,0.65,0.534826987879101,0.43,0.65
93,0.560128736488366,0.43,0.7,0.555235202482516,0.45,0.67
94,0.581984873053151,0.45,0.73,0.554678819648191,0.45,0.67
95,0.552358966411467,0.42,0.7,0.53626017966215,0.43,0.65
96,0.517392406399536,0.39,0.66,0.527134415035436,0.42,0.64
97,0.557937681711686,0.42,0.71,0.538093853928924,0.43,0.65
98,0.522478989818235,0.39,0.67,0.526688691239122,0.42,0.64
99,0.551051334077039,0.42,0.7,0.533283896939469,0.43,0.65
100,0.548219623533252,0.41,0.7,0.524049639209663,0.42,0.64
101,0.510102162907584,0.38,0.66,0.510662573949361,0.4,0.63
102,0.56788614668688,0.43,0.73,0.514565159246749,0.41,0.63
103,0.489801285452476,0.36,0.64,0.482400358751246,0.38,0.6
104,0.47875528139467,0.35,0.63,0.481110064626128,0.37,0.6
105,0.510075359077884,0.37,0.67,0.486173350278258,0.38,0.61
106,0.520957709643597,0.38,0.68,0.474683447783123,0.37,0.59
107,0.48552069369733,0.35,0.64,0.449905638222194,0.34,0.57
108,0.452304644076195,0.32,0.61,0.432275453740021,0.33,0.55
109,0.40189940432772,0.27,0.55,0.424224555190144,0.32,0.54
110,0.463419539835237,0.33,0.62,0.440589409456381,0.33,0.56
111,0.420246622386822,0.29,0.57,0.431412662390796,0.32,0.55
112,0.397252595759834,0.27,0.55,0.441204258872534,0.33,0.56
113,0.444940852913847,0.3,0.61,0.468475914385819,0.35,0.6
114,0.484136888765776,0.34,0.65,0.484631862809044,0.37,0.62
115,0.518514952563615,0.36,0.7,0.488608253697464,0.37,0.62
116,0.488224967872181,0.33,0.66,0.47746665455607,0.36,0.61
117,0.494710886212234,0.34,0.67,0.476003340654914,0.35,0.61
118,0.549166356019764,0.38,0.74,0.470956057175551,0.35,0.61
119,0.483723128798437,0.32,0.67,0.439295927257868,0.32,0.57
120,0.395090612251726,0.25,0.57,0.423717976341122,0.3,0.56
121,0.383702589201739,0.24,0.55,0.439591899661918,0.32,0.58
122,0.45236420324719,0.3,0.63,0.466949727907663,0.34,0.61
123,0.508224135708217,0.34,0.7,0.47689862320252,0.35,0.62
124,0.506418318189707,0.34,0.7,0.467924117513265,0.34,0.61
125,0.510983293214735,0.34,0.71,0.456593112035441,0.33,0.6
126,0.466864768023532,0.3,0.66,0.439759513112942,0.31,0.58
127,0.520155215427279,0.34,0.73,0.433591099323977,0.31,0.58
128,0.397288910465771,0.24,0.59,0.406565067567673,0.28,0.55
129,0.423505879120195,0.26,0.62,0.413521447575198,0.28,0.56
130,0.328076766073738,0.18,0.51,0.414027863142104,0.28,0.56
131,0.469517952852794,0.29,0.68,0.446242900082815,0.31,0.6
132,0.49377340194491,0.31,0.71,0.442409424443043,0.31,0.6
133,0.424169952573793,0.25,0.63,0.429824319762826,0.29,0.59
134,0.437822594114727,0.26,0.65,0.435531183832845,0.3,0.6
135,0.351482173687725,0.19,0.55,0.438871941164719,0.3,0.6
136,0.390020649019213,0.22,0.6,0.468359473499545,0.32,0.64
137,0.560158981989327,0.36,0.8,0.495375342609817,0.34,0.67
138,0.531504470283324,0.33,0.77,0.480532426279104,0.33,0.65
139,0.584589012547096,0.37,0.84,0.470417206855006,0.32,0.64
140,0.521463527803618,0.31,0.77,0.444229464057918,0.29,0.62
141,0.471668303007524,0.27,0.71,0.428800311416128,0.28,0.6
142,0.391489261579588,0.2,0.62,0.422375599662711,0.27,0.6
143,0.453508577357939,0.25,0.7,0.433560687307226,0.28,0.61
144,0.424472305384569,0.23,0.66,0.432963417551125,0.28,0.61
145,0.403274266225562,0.21,0.64,0.43909552995398,0.28,0.62
146,0.388527179868913,0.2,0.62,0.451441535192557,0.29,0.64
147,0.379139872345559,0.19,0.61,0.469767184501733,0.3,0.66
148,0.465315210403718,0.25,0.72,0.494045730411495,0.32,0.69
149,0.496708873794878,0.28,0.76,0.504794797686078,0.33,0.71
150,0.432638286619882,0.22,0.69,0.510941387431358,0.33,0.72
151,0.477975042511884,0.26,0.75,0.531322485325796,0.35,0.75
152,0.470555431509937,0.25,0.75,0.54650510384957,0.36,0.77
153,0.618141624841122,0.36,0.93,0.565798105674831,0.37,0.79
154,0.598576199493358,0.34,0.91,0.559890055810166,0.36,0.79
155,0.583908850872364,0.32,0.9,0.556919155142783,0.36,0.79
156,0.628241631411403,0.36,0.96,0.556265481090099,0.36,0.79
157,0.557559705024836,0.3,0.88,0.547897903941811,0.35,0.78
158,0.554587915228984,0.29,0.88,0.550417235930662,0.35,0.79
159,0.493365646746991,0.24,0.81,0.553894039765626,0.35,0.79
160,0.62353379784834,0.34,0.96,0.567668808083767,0.36,0.81
161,0.558660360109565,0.29,0.89,0.562897289650435,0.35,0.81
162,0.565176731196929,0.29,0.9,0.567730333925371,0.35,0.82
163,0.636508864164419,0.34,0.99,0.572304270301526,0.36,0.82
164,0.574320834469104,0.29,0.92,0.566813136405987,0.35,0.82
165,0.586416370423534,0.3,0.94,0.569880984537998,0.35,0.83
166,0.599558167311212,0.31,0.96,0.57168650902639,0.35,0.83
167,0.681163070988578,0.37,1.06,0.571942897301856,0.35,0.84
168,0.619930138047314,0.32,0.99,0.560988921798572,0.34,0.83
169,0.564561215962644,0.27,0.93,0.557302056368557,0.33,0.83
170,0.589433592297645,0.29,0.96,0.5605310955397,0.33,0.83
171,0.613759798303709,0.31,0.99,0.56106320364481,0.33,0.83
172,0.562433166502513,0.27,0.94,0.558696286776512,0.33,0.84
173,0.594627760489025,0.29,0.98,0.562546828276363,0.33,0.84
174,0.547585897086906,0.25,0.92,0.563033453175563,0.32,0.85
175,0.505340771663567,0.22,0.87,0.569278776526233,0.33,0.86
176,0.551262619215666,0.25,0.93,0.581142966524088,0.33,0.87
177,0.511945695932348,0.22,0.89,0.589158589855126,0.34,0.89
178,0.476878990831478,0.19,0.85,0.602479253720217,0.35,0.9
179,0.533811116209958,0.23,0.92,0.621032885795762,0.36,0.93
180,0.671950378949385,0.33,1.1,0.635403641450522,0.37,0.95
181,0.631262710262654,0.3,1.05,0.635874743990855,0.37,0.95
182,0.682885875134168,0.33,1.12,0.640877196259061,0.37,0.96
183,0.642962291882095,0.3,1.08,0.64087599969932,0.37,0.96
184,0.605489508935885,0.27,1.04,0.645051944838476,0.37,0.97
185,0.666857231740828,0.31,1.12,0.653327989390552,0.38,0.98
186,0.724941704785191,0.35,1.19,0.656311687072628,0.38,0.99
187,0.874189135121925,0.46,1.38,0.653893721392593,0.37,0.99
188,0.825653115020076,0.42,1.33,0.636997360417161,0.36,0.98
189,0.778811682510644,0.38,1.28,0.623871012935967,0.34,0.96
190,0.733662457107632,0.34,1.23,0.614329475354731,0.33,0.96
191,0.69046611722156,0.31,1.18,0.608250138527517,0.32,0.95
192,0.757452884484542,0.35,1.26,0.60554780720551,0.32,0.95
193,0.71371298965432,0.32,1.21,0.597215048314995,0.31,0.95
194,0.673089042070765,0.29,1.17,0.592140991018259,0.3,0.95
195,0.635465898697138,0.26,1.12,0.590172673781512,0.3,0.95
196,0.60096658502137,0.23,1.08,0.591194989306731,0.29,0.96
197,0.5696671586124,0.21,1.04,0.595105241212396,0.3,0.96
198,0.541565303856081,0.19,1.01,0.601807791976496,0.3,0.98
199,0.637554049112998,0.26,1.13,0.61121197644996,0.3,0.99
200,0.610122961688177,0.24,1.1,0.614363961538949,0.3,1
201,0.585353205398498,0.22,1.07,0.619918599747812,0.3,1.02
202,0.562977880195618,0.2,1.05,0.627763316574153,0.3,1.03
203,0.542775736351956,0.18,1.03,0.637810740773889,0.31,1.05
