"day","R_filt","R_filt_lower_bound","R_filt_upper_bound","R_smooth","R_smooth_lower_bound","R_smooth_upper_bound"
2,5.005,0.5,9.5,2.2183399353468,1.71,2.78
3,3.14368426770663,1.97,4.54,2.2083399353468,1.75,2.7
4,2.41152866116239,1.66,3.27,2.16259858559811,1.75,2.61
5,2.27475930913474,1.66,2.96,2.14028947918585,1.76,2.55
6,2.23160912733401,1.69,2.83,2.12382525502061,1.76,2.51
7,2.03713907835187,1.55,2.57,2.10735442638094,1.76,2.48
8,2.26160743302965,1.78,2.78,2.12553531566042,1.79,2.48
9,2.00190808719574,1.56,2.48,2.09632950509164,1.77,2.44
10,2.0862124804602,1.65,2.56,2.12396933288425,1.8,2.47
11,2.2920455198578,1.85,2.77,2.13785145799862,1.82,2.47
12,2.21520976702637,1.79,2.68,2.09657632615726,1.79,2.43
13,2.00092916205509,1.6,2.44,2.06457944519997,1.76,2.39
14,1.88108448421172,1.5,2.3,2.08773116287413,1.78,2.41
15,1.80097130519699,1.43,2.2,2.15757471688294,1.85,2.48
16,2.1277044660407,1.74,2.55,2.28045575420282,1.97,2.6
17,2.27759004853195,1.88,2.7,2.33793554715179,2.03,2.66
18,2.19323145984676,1.81,2.61,2.36339346755696,2.06,2.68
19,2.39369970725534,2,2.82,2.4297054639071,2.12,2.75
20,2.34252440156704,1.95,2.76,2.446995352425,2.14,2.76
21,2.34289742094575,1.96,2.75,2.49129719792835,2.19,2.81
22,2.46968158775373,2.08,2.88,2.55461993433787,2.25,2.87
23,2.41592427480372,2.04,2.82,2.59366695397409,2.3,2.91
24,2.75675443827012,2.36,3.17,2.67393992472971,2.38,2.98
25,2.73050288397258,2.34,3.14,2.64004887863956,2.35,2.94
26,2.65250266340389,2.28,3.05,2.60150918723663,2.32,2.9
27,2.57874419347476,2.22,2.96,2.58040787833828,2.3,2.87
28,2.65907702310768,2.3,3.04,2.58461978991336,2.31,2.87
29,2.54968833433045,2.2,2.91,2.54893419347853,2.28,2.83
30,2.62734318208007,2.29,2.99,2.55188229735751,2.29,2.83
31,2.63792914957516,2.3,2.99,2.51198363388985,2.26,2.78
32,2.46158441362987,2.14,2.8,2.44001017082578,2.19,2.7
33,2.41533599371466,2.11,2.74,2.42990161284472,2.19,2.68
34,2.3813981132199,2.08,2.7,2.44275497788548,2.2,2.69
35,2.49362979479801,2.19,2.81,2.48806241242262,2.25,2.73
36,2.43365995455029,2.14,2.74,2.48740612740316,2.25,2.73
37,2.60407860786335,2.31,2.91,2.5307866861678,2.3,2.77
38,2.534113065594,2.25,2.83,2.47703982428963,2.25,2.71
39,2.44666965993858,2.17,2.73,2.43412197066775,2.22,2.66
40,2.41808369587033,2.15,2.7,2.42680523660964,2.21,2.65
41,2.38303999129392,2.12,2.65,2.43777526743486,2.23,2.66
42,2.48860784948503,2.23,2.76,2.4915191263127,2.28,2.71
43,2.51041114261866,2.26,2.78,2.49758126889536,2.29,2.71
44,2.477910513447,2.23,2.74,2.48791314530361,2.29,2.7
45,2.49924042851414,2.26,2.75,2.50166029805874,2.3,2.71
46,2.58059848744334,2.34,2.83,2.50754716760323,2.31,2.71
47,2.54288628419408,2.31,2.79,2.42678802468792,2.24,2.62
48,2.50693818905372,2.28,2.74,2.29007233790128,2.11,2.48
49,2.62697008445547,2.4,2.86,2.01834466188183,1.85,2.19
50,1.4021021596866,1.24,1.57,1.17330368186772,1.05,1.3
51,0.943595337667165,0.82,1.08,0.841233536739878,0.74,0.95
52,0.764004040197794,0.65,0.88,0.689445308034004,0.6,0.79
